,county,state,lat,long,TotalPop,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,percentage20_Donald_Trump,percentage20_Joe_Biden,cases,deaths,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
64,Angelina,TX,31.25457347,-94.60901487,87700.0,34628.0,25070.0,9136.0,0.7240000000000001,0.264,2317.0,93.0,42707.0,44993.0,21.5,61.2,14.7,0.1,1.1,0.0,46472.0,21974.0,19.1,28.2,20.9,24.0,12.3,14.6,82.9,11.9,0.4,1.7,0.9,2.2,18.7,36164.0,77.2,16.7,6.0,0.1,7.6
65,Anne Arundel,MD,39.00670238,-76.60329337,564600.0,293582.0,123337.0,164255.0,0.42,0.5589999999999999,12256.0,281.0,279581.0,285019.0,7.3,69.6,15.9,0.1,3.6,0.1,94502.0,43258.0,6.1,47.0,15.4,23.0,7.5,7.1,80.1,7.5,3.6,2.3,1.4,5.1,30.2,290628.0,72.2,23.3,4.4,0.1,5.2
66,Anoka,MN,45.27476015,-93.24604565,344861.0,210491.0,104903.0,100892.0,0.498,0.479,9947.0,159.0,172482.0,172379.0,4.2,82.7,5.5,0.5,4.2,0.0,76796.0,34321.0,6.6,36.6,15.9,24.2,9.0,14.2,82.2,7.8,3.4,1.0,1.0,4.5,28.1,187986.0,84.5,11.0,4.3,0.1,4.2
67,Anson,NC,34.97403241,-80.09953279,25531.0,11183.0,5321.0,5788.0,0.47600000000000003,0.518,737.0,11.0,13361.0,12170.0,3.8,44.9,48.6,0.3,1.2,0.0,38123.0,19105.0,22.7,23.4,20.7,15.9,12.1,27.9,85.9,10.6,0.0,1.6,0.5,1.4,27.8,10153.0,73.3,22.0,4.5,0.2,13.4
68,Antelope,NE,42.17695516,-98.06662829999999,6406.0,3583.0,3093.0,452.0,0.863,0.126,182.0,1.0,3213.0,3193.0,3.2,95.3,0.2,0.3,0.4,0.0,46949.0,28091.0,11.5,36.2,15.0,18.9,17.2,12.7,76.7,7.4,0.0,4.9,1.2,9.8,16.0,3203.0,72.0,13.1,14.8,0.1,1.9
69,Antrim,MI,44.99690221,-85.15503082,23133.0,17347.0,9783.0,7289.0,0.564,0.42,143.0,0.0,11479.0,11654.0,2.1,95.0,0.3,0.8,0.3,0.0,50988.0,29307.0,12.6,27.5,21.6,22.5,10.8,17.7,74.7,14.5,0.7,1.9,1.0,7.3,25.0,9771.0,79.6,9.9,10.3,0.2,6.1
70,Apache,AZ,35.39465006,-109.4892383,71602.0,34397.0,11240.0,22730.0,0.327,0.6609999999999999,4003.0,171.0,35355.0,36247.0,6.1,18.5,0.5,72.8,0.3,0.1,32360.0,13865.0,35.9,29.7,25.4,20.6,11.5,12.8,78.0,8.9,1.2,4.6,1.2,6.2,26.7,18197.0,52.7,42.7,4.4,0.1,14.1
71,Appanoose,IA,40.74324454,-92.86865906,12547.0,6506.0,4512.0,1891.0,0.6940000000000001,0.29100000000000004,287.0,3.0,6206.0,6341.0,1.8,95.7,0.6,0.1,0.5,0.0,40377.0,25543.0,17.1,28.7,14.0,25.6,9.1,22.6,80.8,11.1,0.3,2.0,1.0,4.7,19.6,5502.0,77.2,13.0,9.6,0.2,6.3
72,Appling,GA,31.74847232,-82.28909114,18471.0,8341.0,6526.0,1779.0,0.782,0.213,1179.0,38.0,9090.0,9381.0,9.7,69.6,17.9,0.6,0.8,0.0,37089.0,19936.0,24.7,26.0,13.9,18.7,22.8,18.6,82.9,11.3,0.2,2.4,0.6,2.6,22.0,6951.0,78.8,16.2,4.9,0.2,7.7
73,Appomattox,VA,37.37569884,-78.81340003,15462.0,9239.0,6702.0,2418.0,0.725,0.262,308.0,6.0,7507.0,7955.0,1.3,76.7,20.1,0.1,0.2,0.0,54875.0,26347.0,14.4,33.2,16.8,23.3,12.9,13.9,80.1,10.1,0.5,1.8,2.4,5.1,31.9,6890.0,79.1,18.0,2.8,0.1,3.5
74,Aransas,TX,28.10556197,-96.9995047,24832.0,12241.0,9210.0,2896.0,0.752,0.237,351.0,18.0,12448.0,12384.0,27.0,67.7,1.6,0.0,2.0,0.0,44601.0,29999.0,17.8,28.2,23.3,22.1,16.5,9.8,81.4,8.4,0.0,2.8,0.5,6.8,20.8,10387.0,72.9,12.3,14.6,0.2,6.7
75,Arapahoe,CO,39.64977461,-104.3353617,626612.0,346740.0,126124.0,211498.0,0.364,0.61,13956.0,387.0,309190.0,317422.0,18.9,61.3,10.2,0.3,5.6,0.2,69553.0,36951.0,9.9,41.4,16.7,25.0,7.9,9.0,77.4,8.5,4.4,1.5,1.3,6.8,27.7,330548.0,83.0,11.3,5.5,0.2,5.2
76,Archer,TX,33.61569967,-98.68754589,8793.0,4796.0,4300.0,446.0,0.897,0.09300000000000001,165.0,1.0,4335.0,4458.0,8.3,88.6,0.8,0.3,0.4,0.0,63192.0,31103.0,8.8,34.2,13.4,25.3,12.9,14.2,86.0,6.9,0.3,1.0,1.1,4.7,20.4,4344.0,75.6,14.5,9.8,0.0,3.0
77,Archuleta,CO,37.19474156,-107.04768670000001,12592.0,9030.0,5126.0,3693.0,0.568,0.409,68.0,0.0,6400.0,6192.0,18.3,76.7,1.1,2.1,0.7,0.0,48016.0,29344.0,11.6,37.3,17.0,20.0,16.5,9.2,71.0,13.5,0.2,3.7,1.8,9.7,17.2,5696.0,68.0,15.4,15.9,0.8,5.4
78,Arenac,MI,44.0636262,-83.89277559,15238.0,8830.0,5928.0,2773.0,0.6709999999999999,0.314,111.0,3.0,7714.0,7524.0,2.0,94.9,0.5,1.3,0.4,0.0,39947.0,22622.0,18.5,25.6,21.1,22.0,11.6,19.7,83.6,8.2,0.7,3.1,1.5,3.0,27.2,5842.0,82.6,10.2,7.0,0.3,9.6
79,Arkansas,AR,34.29145151,-91.37277296,18352.0,6284.0,4301.0,1813.0,0.684,0.289,726.0,17.0,8785.0,9567.0,3.0,70.2,26.0,0.0,0.0,0.0,38532.0,23766.0,20.7,27.7,15.5,23.6,8.5,24.7,80.8,11.5,0.0,3.1,1.5,3.1,14.6,7920.0,75.7,15.5,8.0,0.9,8.5
80,Arlington,VA,38.8767675,-77.10139853,229534.0,129498.0,22318.0,105344.0,0.172,0.813,4764.0,154.0,114403.0,115131.0,15.5,62.3,8.5,0.3,10.2,0.1,112138.0,67061.0,8.2,69.0,10.5,13.8,4.1,2.7,53.4,6.2,26.0,5.0,2.8,6.6,28.6,143798.0,70.8,24.9,4.2,0.2,3.2
81,Armstrong,PA,40.81665618,-79.46290811,66737.0,36111.0,27284.0,8406.0,0.7559999999999999,0.233,786.0,21.0,33176.0,33561.0,0.7,97.3,1.0,0.0,0.2,0.0,47527.0,25502.0,13.0,28.3,19.0,21.2,13.6,17.9,83.3,8.9,0.7,2.5,1.1,3.5,29.7,29713.0,85.5,9.5,5.0,0.0,6.9
82,Armstrong,TX,34.96507426,-101.35748740000001,1929.0,1112.0,1035.0,75.0,0.9309999999999999,0.067,27.0,1.0,974.0,955.0,10.0,86.6,1.2,1.3,0.0,0.0,68750.0,31219.0,7.5,32.9,15.3,18.0,25.0,8.9,68.8,17.4,0.0,2.3,0.2,11.3,27.4,968.0,63.8,26.3,8.6,1.2,1.8
84,Arthur,NE,41.56896142,-101.6959559,421.0,284.0,260.0,21.0,0.915,0.07400000000000001,5.0,0.0,204.0,217.0,0.0,97.6,0.0,0.0,0.0,0.0,41250.0,21799.0,10.9,46.9,9.6,11.3,20.3,11.9,64.5,14.2,0.0,7.7,0.0,13.6,20.8,177.0,60.5,16.9,21.5,1.1,0.6
85,Ascension,LA,30.20406249,-90.91328409999998,119129.0,62325.0,40687.0,20399.0,0.653,0.327,4299.0,100.0,58718.0,60411.0,5.3,69.4,21.8,0.0,0.9,0.0,74748.0,31520.0,11.7,37.3,15.0,23.5,11.0,13.1,87.1,7.8,0.1,0.5,1.0,3.6,30.0,57496.0,80.7,14.1,5.2,0.1,6.3
86,Ashe,NC,36.43296207,-81.49862729,26833.0,15691.0,11368.0,4149.0,0.7240000000000001,0.264,481.0,3.0,13213.0,13620.0,5.2,92.5,0.8,0.4,0.4,0.0,40293.0,23650.0,19.4,26.2,22.5,22.4,14.0,14.8,79.9,13.3,0.0,1.2,1.4,4.1,26.5,12174.0,76.8,13.4,9.7,0.1,6.3
87,Ashland,OH,40.84772277,-82.27280781,53299.0,25883.0,19002.0,6448.0,0.7340000000000001,0.249,511.0,9.0,26005.0,27294.0,1.3,96.0,0.8,0.0,0.6,0.0,50893.0,24612.0,14.2,29.2,16.9,20.7,10.6,22.5,84.9,6.5,0.3,3.9,1.1,3.3,24.4,25070.0,85.4,10.1,4.1,0.4,4.2
88,Ashland,WI,46.31956891,-90.67837132,15779.0,8757.0,3841.0,4801.0,0.439,0.5479999999999999,301.0,3.0,7954.0,7825.0,2.6,82.7,0.4,10.6,0.4,0.0,41505.0,22983.0,14.6,31.2,23.5,20.4,10.0,14.9,74.2,10.5,1.2,8.4,1.3,4.4,16.5,7366.0,76.3,17.1,6.6,0.0,7.2
89,Ashley,AR,33.19153461,-91.76984709999999,20771.0,7926.0,5548.0,2125.0,0.7,0.268,573.0,11.0,10126.0,10645.0,5.2,68.0,25.6,0.2,0.0,0.0,36407.0,20703.0,21.3,27.5,16.8,18.9,13.7,23.0,85.1,7.8,0.2,2.3,3.0,1.6,20.4,7905.0,78.8,18.1,2.7,0.4,9.9
90,Ashtabula,OH,41.70860332,-80.74830218,98622.0,43253.0,26225.0,16207.0,0.606,0.375,890.0,48.0,49509.0,49113.0,4.0,89.9,3.4,0.2,0.5,0.0,43017.0,21936.0,19.8,26.1,18.4,21.4,9.2,24.9,84.7,8.5,0.6,1.8,1.7,2.7,25.9,40003.0,83.0,11.0,5.9,0.2,7.4
91,Asotin,WA,46.18894415,-117.2022851,22259.0,11795.0,7259.0,4233.0,0.615,0.359,294.0,8.0,10594.0,11665.0,3.6,91.2,0.4,0.9,0.9,0.1,47483.0,26878.0,13.5,30.0,19.5,27.3,11.1,12.1,81.1,9.0,0.3,2.6,2.8,4.1,15.4,9824.0,78.6,16.1,5.2,0.1,6.7
92,Assumption,LA,29.89946234,-91.06461642,22881.0,11235.0,7271.0,3833.0,0.647,0.341,813.0,24.0,11085.0,11796.0,2.8,65.8,29.7,0.6,0.3,0.0,48656.0,25765.0,15.7,26.1,18.6,20.9,18.3,16.1,87.3,8.2,0.2,1.0,1.8,1.5,29.6,9375.0,81.4,13.9,4.1,0.7,6.9
93,Atascosa,TX,28.89333001,-98.52730485,48139.0,18085.0,12020.0,5865.0,0.665,0.324,1287.0,37.0,24051.0,24088.0,63.5,34.2,0.7,0.1,0.4,0.0,55194.0,23973.0,14.6,25.8,21.1,19.7,18.7,14.7,76.9,15.0,0.1,1.1,1.0,5.9,30.8,20208.0,78.3,14.7,6.9,0.0,6.1
94,Atchison,KS,39.53185661,-95.30870026,16466.0,7312.0,4826.0,2314.0,0.66,0.316,537.0,6.0,7957.0,8509.0,2.9,88.4,3.1,0.4,0.3,0.1,46640.0,25494.0,18.5,33.0,17.1,24.1,8.0,17.8,76.9,8.6,0.0,7.6,0.8,6.1,19.8,7669.0,79.4,14.8,5.5,0.3,6.3
95,Atchison,MO,40.43238737,-95.42970639,5335.0,2814.0,2199.0,564.0,0.7809999999999999,0.2,86.0,1.0,2642.0,2693.0,1.2,96.6,0.4,0.4,0.6,0.0,45259.0,28209.0,12.1,31.9,21.6,18.4,10.5,17.6,83.9,8.1,0.4,3.7,0.5,3.5,17.9,2666.0,75.1,17.0,7.7,0.2,4.1
96,Athens,OH,39.33425634,-82.04278644,65563.0,24876.0,10386.0,14047.0,0.418,0.565,1388.0,2.0,32641.0,32922.0,1.8,89.7,2.5,0.2,2.8,0.1,37191.0,20062.0,30.2,36.5,23.5,22.8,7.8,9.4,71.7,7.7,0.7,13.7,1.9,4.5,20.2,27434.0,65.9,29.2,4.7,0.2,8.7
97,Atkinson,GA,31.29633502,-82.87545866,8313.0,3155.0,2300.0,825.0,0.7290000000000001,0.261,486.0,6.0,4112.0,4201.0,24.6,56.6,17.8,0.7,0.0,0.0,33063.0,19904.0,27.4,21.6,9.7,22.2,23.0,23.5,82.7,11.6,0.0,2.2,2.2,1.2,22.9,3289.0,82.8,11.6,5.6,0.0,8.4
98,Atlantic,NJ,39.47538693,-74.65848483,272926.0,131980.0,60957.0,68978.0,0.462,0.523,5341.0,267.0,132171.0,140755.0,18.5,56.4,14.3,0.2,8.4,0.0,57514.0,29941.0,15.3,31.0,29.3,23.1,8.2,8.4,77.1,7.5,6.5,3.5,2.9,2.5,24.2,127737.0,79.6,15.7,4.7,0.1,10.9
99,Atoka,OK,34.37366573,-96.03802487,13899.0,5389.0,4557.0,765.0,0.846,0.142,467.0,1.0,7340.0,6559.0,3.4,71.8,3.7,11.4,0.7,0.1,37106.0,19439.0,19.8,28.9,19.8,21.3,13.0,16.9,81.2,9.2,0.1,3.1,0.9,5.4,25.3,4664.0,68.3,22.2,9.2,0.4,6.6
100,Attala,MS,33.08658803,-89.57838564,18731.0,8832.0,5178.0,3542.0,0.586,0.401,819.0,27.0,8860.0,9871.0,2.0,54.0,42.2,0.1,0.4,0.0,33815.0,20617.0,22.6,26.1,18.5,19.6,13.7,22.2,80.1,13.7,0.4,1.0,3.9,0.9,28.3,6776.0,73.2,22.2,4.7,0.0,10.3
101,Audrain,MO,39.215877,-91.84242683,25763.0,10660.0,7727.0,2703.0,0.725,0.254,654.0,10.0,11744.0,14019.0,2.9,87.1,6.1,0.2,0.2,0.0,44056.0,21226.0,16.7,26.8,20.5,20.8,10.3,21.5,80.8,10.0,0.0,3.1,2.0,4.1,21.0,10622.0,77.7,15.5,6.6,0.2,7.4
102,Audubon,IA,41.6844628,-94.90581859,5711.0,3416.0,2295.0,1071.0,0.672,0.314,192.0,1.0,2814.0,2897.0,0.4,97.1,0.4,0.0,0.5,0.0,48750.0,31523.0,11.1,29.6,17.3,22.0,14.9,16.1,81.9,8.8,0.6,2.6,1.0,5.2,19.2,2882.0,73.1,13.6,13.0,0.3,2.7
103,Auglaize,OH,40.55998859,-84.22421429999999,45778.0,25396.0,20451.0,4583.0,0.805,0.18,1279.0,19.0,22866.0,22912.0,1.6,96.0,0.4,0.2,0.5,0.1,59516.0,28340.0,9.0,29.8,14.5,20.6,8.2,26.8,87.6,6.8,0.1,1.7,1.1,2.7,19.6,23229.0,85.3,9.9,4.8,0.1,3.4
104,Augusta,VA,38.16404586,-79.12461614,74390.0,42162.0,30714.0,10840.0,0.728,0.257,718.0,9.0,37695.0,36695.0,2.5,91.4,4.0,0.2,0.6,0.1,59544.0,30088.0,8.8,32.8,16.7,22.9,9.3,18.3,85.7,7.1,0.4,1.0,0.9,5.0,23.7,34960.0,76.8,16.9,6.0,0.2,4.1
105,Aurora,SD,43.71757685,-98.56050467,2739.0,1405.0,1052.0,317.0,0.7490000000000001,0.226,205.0,0.0,1445.0,1294.0,6.7,88.8,1.6,2.3,0.0,0.0,57257.0,30872.0,6.2,35.6,16.9,16.8,17.6,13.1,69.7,10.9,0.0,6.9,3.0,9.5,16.4,1462.0,67.0,16.2,16.6,0.3,1.4
106,Austin,TX,29.88548725,-96.27736949,29292.0,14368.0,11282.0,2931.0,0.785,0.204,521.0,10.0,14474.0,14818.0,25.9,63.3,8.9,0.0,0.2,0.0,62614.0,30101.0,13.4,30.9,15.7,23.6,12.5,17.4,81.6,10.6,0.1,1.9,1.3,4.6,31.1,13509.0,77.5,13.2,9.3,0.0,5.4
107,Autauga,AL,32.53952745,-86.64408227,55036.0,27639.0,19764.0,7450.0,0.715,0.27,2173.0,31.0,26899.0,28137.0,2.7,75.4,18.9,0.3,0.9,0.0,55317.0,27824.0,13.7,35.3,18.0,23.2,8.1,15.4,86.0,9.6,0.1,0.6,1.3,2.5,25.8,24112.0,74.1,20.2,5.6,0.1,5.2
108,Avery,NC,36.07569796,-81.92308483,17535.0,9339.0,7092.0,2171.0,0.759,0.23199999999999998,647.0,1.0,9573.0,7962.0,5.1,89.0,4.2,0.5,0.6,0.0,37109.0,21704.0,14.7,29.8,25.7,20.7,14.1,9.7,78.6,12.4,0.6,4.1,0.9,3.4,22.5,6778.0,78.3,13.2,8.1,0.4,5.5
109,Avoyelles,LA,31.07796211,-92.00079449,41095.0,17292.0,12028.0,4979.0,0.696,0.28800000000000003,1757.0,62.0,20693.0,20402.0,1.8,65.3,30.1,1.2,0.1,0.1,36763.0,20199.0,23.7,31.6,24.4,17.4,12.6,14.0,85.2,9.0,0.2,2.0,2.0,1.6,30.2,14753.0,75.3,19.7,4.9,0.1,7.7
110,Baca,CO,37.31940883,-102.5603223,3581.0,2193.0,1840.0,313.0,0.8390000000000001,0.14300000000000002,37.0,0.0,1732.0,1849.0,10.5,85.7,1.5,1.1,0.0,0.0,35898.0,22853.0,19.5,39.7,19.2,15.3,19.0,6.8,71.3,9.8,0.0,9.3,1.3,8.3,14.5,1655.0,55.0,25.3,16.9,2.8,4.5
111,Bacon,GA,31.55456473,-82.45936528,11279.0,4668.0,4018.0,625.0,0.861,0.134,640.0,16.0,5599.0,5680.0,8.5,73.6,14.6,0.0,0.9,0.2,38824.0,18856.0,23.2,30.7,12.0,22.4,18.6,16.2,79.1,15.1,1.2,1.3,1.3,2.1,20.4,4345.0,77.7,16.1,6.2,0.0,3.1
112,Bailey,TX,34.06854817,-102.8299707,7098.0,1854.0,1430.0,407.0,0.7709999999999999,0.22,311.0,5.0,3678.0,3420.0,62.7,34.6,1.5,0.1,0.9,0.2,43523.0,18662.0,22.3,22.9,20.7,17.4,24.0,15.0,69.6,8.2,0.0,5.9,7.7,8.6,16.5,3157.0,77.1,11.8,10.4,0.8,2.2
113,Baker,FL,30.33060121,-82.28467476,27537.0,14082.0,11911.0,2037.0,0.846,0.145,1805.0,24.0,14422.0,13115.0,2.4,81.9,13.8,0.4,0.7,0.0,59506.0,22440.0,17.2,29.9,19.0,26.7,10.6,13.9,84.9,9.1,0.0,0.1,2.4,3.5,29.9,10567.0,69.1,26.7,4.0,0.2,5.8
114,Baker,GA,31.32669878,-84.44218806,3251.0,1555.0,897.0,652.0,0.5770000000000001,0.419,92.0,6.0,1547.0,1704.0,5.4,52.1,41.3,0.2,0.6,0.5,43867.0,22270.0,19.5,28.5,11.4,27.8,19.9,12.4,88.8,8.0,0.0,1.1,0.6,1.5,27.4,1286.0,70.1,23.1,6.8,0.0,2.5
115,Baker,OR,44.70915557,-117.6749883,15980.0,9878.0,7316.0,2332.0,0.741,0.23600000000000002,144.0,3.0,8156.0,7824.0,3.9,91.1,0.9,1.0,0.8,0.4,43765.0,25820.0,15.3,33.6,15.4,20.6,15.4,15.0,71.2,13.2,0.0,5.3,2.9,7.4,16.0,6354.0,70.7,18.6,10.4,0.3,7.3
116,Baldwin,AL,30.72774991,-87.72207058,203360.0,108945.0,83055.0,24344.0,0.762,0.223,6966.0,71.0,99527.0,103833.0,4.4,83.1,9.5,0.8,0.7,0.0,52562.0,29364.0,11.8,35.7,18.2,25.6,9.7,10.8,84.7,7.6,0.1,0.8,1.1,5.6,27.0,89527.0,80.7,12.9,6.3,0.1,5.5
117,Baldwin,GA,33.06882326,-83.24701748,45527.0,18251.0,8903.0,9140.0,0.488,0.501,2337.0,65.0,22893.0,22634.0,2.2,52.9,41.4,0.3,1.5,0.2,37008.0,20114.0,27.8,30.3,26.9,20.2,9.8,12.8,85.2,8.8,0.4,2.5,1.4,1.7,21.7,17647.0,68.6,27.7,3.7,0.0,9.0
118,Ballard,KY,37.05842757,-88.99427697,8152.0,4225.0,3356.0,825.0,0.794,0.195,81.0,1.0,4077.0,4075.0,1.2,93.0,3.9,0.2,0.4,0.0,42988.0,25063.0,18.2,27.7,17.3,23.8,9.9,21.3,89.3,3.8,2.2,0.4,0.8,3.6,23.6,3394.0,81.4,11.9,6.7,0.0,4.7
119,Baltimore,MD,39.45784712,-76.62911955,828637.0,346035.0,130085.0,210155.0,0.376,0.607,21194.0,675.0,392930.0,435707.0,5.1,58.7,27.5,0.2,5.9,0.0,71810.0,37270.0,9.1,43.4,16.6,24.4,7.0,8.6,79.2,8.7,4.8,1.8,1.5,4.0,29.5,420974.0,77.2,17.8,4.8,0.2,5.5
121,Bamberg,SC,33.21927586,-81.05659969,14842.0,6482.0,2417.0,4010.0,0.373,0.619,699.0,34.0,7218.0,7624.0,1.9,35.6,61.5,0.1,0.4,0.0,32330.0,19256.0,24.5,32.1,19.4,17.3,11.6,19.5,81.3,11.1,1.2,3.8,0.9,1.7,24.4,5592.0,71.4,23.3,5.3,0.0,6.5
122,Bandera,TX,29.74619598,-99.24598147,21316.0,12703.0,10050.0,2503.0,0.7909999999999999,0.19699999999999998,190.0,8.0,10570.0,10746.0,18.0,78.8,1.0,0.2,0.2,0.0,56413.0,29177.0,16.5,35.7,17.4,22.7,17.5,6.7,80.2,9.8,0.1,1.9,0.4,7.6,37.0,8682.0,70.8,17.9,11.0,0.3,5.7
123,Banks,GA,34.35607081,-83.49644388,18363.0,8801.0,7795.0,932.0,0.8859999999999999,0.106,574.0,8.0,9245.0,9118.0,6.4,88.4,2.5,0.2,1.2,0.0,42182.0,19451.0,14.3,24.8,17.0,22.4,16.4,19.5,80.6,12.5,0.0,2.0,0.6,4.4,30.2,7796.0,80.5,11.6,7.0,0.9,6.6
124,Banner,NE,41.54634427,-103.7114332,728.0,410.0,362.0,43.0,0.883,0.105,4.0,0.0,356.0,372.0,7.8,89.4,0.5,0.0,0.0,0.0,55000.0,30736.0,8.9,52.0,5.5,17.3,13.8,11.3,62.5,10.9,0.0,5.1,0.0,21.5,24.8,398.0,50.3,24.6,25.1,0.0,3.2
125,Bannock,ID,42.67002716,-112.2233311,84113.0,39553.0,23331.0,14682.0,0.59,0.371,2732.0,14.0,41867.0,42246.0,8.3,84.5,0.6,2.7,1.2,0.2,47390.0,23872.0,17.6,35.5,18.2,25.2,9.0,12.2,76.2,11.1,1.5,4.2,2.6,4.3,17.6,36989.0,73.1,20.9,5.9,0.2,6.3
126,Baraga,MI,46.6720582,-88.36363591,8580.0,4036.0,2512.0,1478.0,0.622,0.366,125.0,4.0,5112.0,3468.0,1.5,73.1,15.8,4.7,0.5,0.0,42757.0,18975.0,14.4,25.8,22.5,24.1,10.1,17.5,83.2,8.5,0.0,3.5,0.9,4.0,19.0,2485.0,77.6,16.6,5.4,0.4,6.0
127,Barber,KS,37.2288586,-98.68460053,4905.0,2313.0,1992.0,284.0,0.861,0.12300000000000001,57.0,0.0,2525.0,2380.0,3.2,92.4,0.7,1.5,0.7,0.0,52075.0,28840.0,15.9,29.3,16.0,19.5,16.6,18.6,82.8,8.5,0.0,2.4,1.5,4.8,15.8,2391.0,69.6,16.8,13.2,0.5,2.5
128,Barbour,AL,31.868263,-85.3871286,26201.0,10457.0,5605.0,4772.0,0.536,0.456,1061.0,9.0,13976.0,12225.0,4.2,45.7,47.8,0.2,0.6,0.0,33368.0,17561.0,27.2,25.0,16.8,22.6,11.5,24.1,83.4,11.1,0.3,2.2,1.7,1.3,23.4,8878.0,74.1,19.1,6.5,0.3,12.4
129,Barbour,WV,39.1307219,-80.00350858,16790.0,6677.0,5116.0,1457.0,0.7659999999999999,0.218,187.0,1.0,8165.0,8625.0,0.9,95.7,0.9,0.4,0.7,0.0,37516.0,20762.0,22.5,26.3,21.7,23.7,15.9,12.5,78.3,11.9,0.3,4.5,1.4,3.8,29.2,6421.0,79.8,16.0,4.1,0.1,8.9
130,Barnes,ND,46.93579637,-98.06605978,10971.0,5507.0,3532.0,1800.0,0.6409999999999999,0.327,410.0,1.0,5397.0,5574.0,1.9,92.9,0.9,2.0,0.5,0.0,56237.0,32517.0,10.0,35.1,20.8,15.8,14.6,13.7,77.7,10.2,1.0,5.5,1.3,4.3,17.0,5780.0,67.8,19.1,12.8,0.3,3.1
131,Barnstable,MA,41.72980578,-70.28854339,213900.0,27051.0,10824.0,15685.0,0.4,0.58,2051.0,185.0,102152.0,111748.0,2.7,90.2,2.7,0.4,1.5,0.1,68048.0,40886.0,7.5,37.9,21.2,23.4,10.6,7.0,81.1,7.2,1.3,2.5,1.5,6.3,23.3,104246.0,75.1,12.6,12.1,0.2,5.5
132,Barnwell,SC,33.26679302,-81.43584352,21788.0,10321.0,5492.0,4720.0,0.532,0.457,887.0,25.0,10369.0,11419.0,2.3,51.2,45.1,0.1,0.4,0.0,34035.0,20018.0,27.0,23.9,20.0,23.5,12.6,20.0,87.0,8.4,0.3,1.5,1.1,1.7,27.6,8004.0,76.4,18.1,5.4,0.1,10.1
133,Barren,KY,36.96469836,-85.93338945,43418.0,20079.0,14646.0,5115.0,0.7290000000000001,0.255,1358.0,13.0,21123.0,22295.0,3.0,90.7,3.9,0.2,0.5,0.0,39658.0,20493.0,22.9,28.4,14.7,21.5,9.8,25.6,80.3,11.7,0.2,1.7,1.0,5.1,20.7,18377.0,79.0,13.6,7.0,0.4,7.6
134,Barron,WI,45.42372701,-91.84833627,45358.0,25346.0,15803.0,9194.0,0.623,0.363,1320.0,7.0,22759.0,22599.0,2.4,93.8,1.2,0.8,0.7,0.0,49257.0,26935.0,11.5,28.9,16.2,19.2,12.1,23.5,80.2,7.5,0.2,4.1,1.5,6.3,19.6,22255.0,80.0,11.1,8.6,0.3,3.6
135,Barrow,GA,33.99148694,-83.71436292,75099.0,38017.0,26804.0,10453.0,0.705,0.275,2672.0,51.0,37033.0,38066.0,10.0,73.0,11.1,0.1,3.6,0.0,56119.0,22978.0,13.2,28.0,13.8,29.1,12.5,16.6,85.1,9.9,0.3,0.5,0.8,3.3,33.2,34265.0,82.9,12.5,4.5,0.1,6.8
136,Barry,MI,42.59513984,-85.30834519,59607.0,35914.0,23473.0,11804.0,0.654,0.32899999999999996,803.0,6.0,29958.0,29649.0,2.7,94.6,0.4,0.2,0.5,0.0,57312.0,27166.0,9.3,29.0,16.4,22.6,12.5,19.5,84.8,7.6,0.2,2.5,0.8,4.2,28.4,27877.0,84.4,9.4,6.1,0.1,6.2
137,Barry,MO,36.70978521,-93.82919888,35398.0,15598.0,12425.0,2948.0,0.797,0.18899999999999997,912.0,9.0,17782.0,17616.0,9.0,86.5,0.3,0.6,1.5,0.0,40638.0,20840.0,20.5,24.7,15.6,20.1,13.1,26.5,79.8,11.6,0.4,2.2,1.3,4.7,23.4,14330.0,80.4,10.5,9.0,0.0,8.0
138,Bartholomew,IN,39.20744865,-85.89558181,81024.0,36299.0,22409.0,12934.0,0.617,0.35600000000000004,1597.0,59.0,40688.0,40336.0,6.5,83.2,1.7,0.2,6.3,0.1,57331.0,29955.0,12.4,40.7,14.4,18.9,6.4,19.5,85.1,8.6,0.6,1.3,1.7,2.7,19.6,39722.0,88.0,7.6,4.3,0.1,5.0
139,Barton,KS,38.47889676,-98.75636726,27067.0,10961.0,8480.0,2302.0,0.774,0.21,803.0,7.0,13445.0,13622.0,14.5,82.0,1.1,0.3,0.1,0.2,46070.0,26264.0,15.7,29.1,17.7,23.4,14.2,15.6,82.2,10.9,0.7,1.8,0.9,3.5,17.9,13580.0,77.1,15.2,7.5,0.2,4.2
140,Barton,MO,37.50207671,-94.34757022,11942.0,6077.0,5168.0,844.0,0.85,0.139,453.0,4.0,5924.0,6018.0,2.5,92.7,0.2,1.9,0.6,0.0,41184.0,24628.0,20.9,32.7,11.7,22.7,11.5,21.4,81.8,6.4,0.3,4.0,1.5,5.9,22.8,5304.0,73.7,14.6,11.0,0.7,5.4
