,county,state,lat,long,TotalPop,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,percentage20_Donald_Trump,percentage20_Joe_Biden,cases,deaths,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
962,Franklin,OH,39.96995815,-83.01115755,1253507.0,604058.0,203154.0,391584.0,0.336,0.648,34517.0,643.0,611086.0,642421.0,5.2,64.5,21.7,0.1,4.8,0.0,56319.0,31199.0,16.7,42.4,16.9,24.1,5.1,11.5,81.3,7.8,2.4,2.5,1.5,4.4,21.8,650022.0,81.7,14.0,4.3,0.1,5.7
963,Franklin,PA,39.92956518,-77.72157791,153003.0,80896.0,57308.0,22468.0,0.708,0.278,2329.0,55.0,75535.0,77468.0,5.3,88.6,3.8,0.2,1.0,0.0,58267.0,28985.0,10.4,30.8,17.1,23.1,10.4,18.5,83.8,9.1,0.2,2.3,0.8,3.7,24.4,72456.0,81.2,12.7,5.9,0.2,5.7
964,Franklin,TN,35.15634626,-86.09201039,41397.0,19146.0,13977.0,4863.0,0.73,0.254,1357.0,25.0,20224.0,21173.0,3.2,88.8,4.9,0.2,0.6,0.0,46882.0,25637.0,15.0,29.5,16.0,21.7,11.0,21.8,82.1,10.9,0.0,3.7,0.8,2.4,22.4,17632.0,77.9,16.4,5.6,0.1,6.9
965,Franklin,TX,33.17653242,-95.21917243,10639.0,5000.0,4153.0,803.0,0.831,0.161,223.0,7.0,5409.0,5230.0,13.9,79.6,4.5,0.5,0.0,0.1,43967.0,23642.0,15.0,24.3,14.6,26.8,16.9,17.4,82.5,8.9,0.4,1.5,1.2,5.5,23.9,4397.0,74.0,11.1,14.1,0.8,7.6
966,Franklin,VA,36.99536167,-79.88023649,56277.0,29630.0,20895.0,8381.0,0.705,0.28300000000000003,945.0,6.0,27631.0,28646.0,2.7,87.1,7.9,0.2,0.4,0.0,51208.0,27282.0,14.8,32.8,15.3,24.1,11.5,16.2,79.4,10.1,0.5,2.1,1.5,6.4,30.2,25460.0,80.6,13.1,6.2,0.1,5.4
967,Franklin,VT,44.85627605,-72.91249563,48816.0,754.0,407.0,318.0,0.54,0.42200000000000004,143.0,7.0,24251.0,24565.0,1.4,94.2,0.6,0.5,0.3,0.0,62214.0,30624.0,8.0,36.2,16.1,21.9,11.7,14.2,81.2,9.3,0.5,3.2,0.8,4.9,25.3,25865.0,74.8,17.5,7.6,0.1,4.4
968,Franklin,WA,46.53351425,-118.9018212,89124.0,31833.0,17849.0,13148.0,0.561,0.413,4948.0,68.0,46383.0,42741.0,52.5,41.1,2.0,0.4,2.1,0.1,60275.0,22125.0,15.9,25.6,17.6,18.0,22.1,16.7,81.2,13.3,0.6,0.9,0.7,3.4,21.5,38844.0,81.5,13.5,4.8,0.1,5.8
969,Franklin,LA,32.13675181,-91.67589857,20388.0,9720.0,6970.0,2658.0,0.7170000000000001,0.273,1359.0,47.0,9991.0,10397.0,0.2,65.3,33.4,0.0,0.0,0.0,34722.0,18786.0,28.8,25.5,15.2,28.5,17.9,12.9,86.7,5.6,0.2,1.9,2.6,3.0,21.8,7285.0,75.8,14.1,10.0,0.1,8.8
971,Frederick,MD,39.47296601,-77.39999394,246105.0,139768.0,62057.0,74622.0,0.444,0.534,4909.0,139.0,121305.0,124800.0,8.8,74.8,8.8,0.2,4.5,0.1,88502.0,39566.0,7.2,46.1,15.5,22.3,8.8,7.4,78.1,9.6,2.9,2.1,1.2,6.1,35.0,130387.0,73.9,20.6,5.3,0.2,5.1
972,Frederick,VA,39.20172582,-78.25974949,83784.0,48736.0,30755.0,17200.0,0.631,0.353,1215.0,13.0,41634.0,42150.0,7.8,84.5,4.0,0.3,1.4,0.1,71037.0,32554.0,5.6,37.3,13.3,24.2,11.5,13.7,83.0,10.5,0.2,0.9,0.8,4.6,31.1,42721.0,78.1,16.5,5.3,0.0,4.1
974,Freeborn,MN,43.67385583,-93.34884422,30619.0,16791.0,9578.0,6889.0,0.57,0.41,758.0,5.0,15312.0,15307.0,9.5,86.3,1.2,0.1,1.8,0.0,51174.0,27603.0,11.8,27.5,19.5,19.9,11.8,21.2,81.5,10.5,0.7,2.4,2.3,2.5,18.7,15278.0,84.0,9.0,6.8,0.1,4.1
975,Freestone,TX,31.70422788,-96.15072516,19646.0,8678.0,6966.0,1629.0,0.8029999999999999,0.188,463.0,4.0,10224.0,9422.0,14.7,67.5,16.1,0.2,0.4,0.0,45890.0,24060.0,17.3,26.4,24.9,19.3,14.1,15.3,82.9,12.0,0.1,1.6,0.7,2.7,25.7,7422.0,73.3,19.6,7.1,0.0,4.2
976,Fremont,CO,38.47362326,-105.43996670000001,46601.0,25058.0,17231.0,7170.0,0.688,0.28600000000000003,839.0,2.0,27073.0,19528.0,13.0,79.5,4.5,1.0,0.7,0.1,44712.0,20919.0,15.8,30.8,25.7,23.7,12.7,7.2,81.9,8.8,0.3,2.3,2.5,4.3,22.7,14406.0,64.7,27.6,7.7,0.1,6.2
977,Fremont,IA,40.74542720000001,-95.60129045,6985.0,3855.0,2711.0,1078.0,0.703,0.28,224.0,2.0,3453.0,3532.0,2.5,95.3,0.5,0.5,0.0,0.0,54430.0,29813.0,11.0,34.8,17.2,17.9,11.7,18.3,82.8,8.3,0.0,3.4,1.8,3.6,24.5,3363.0,74.0,17.0,9.0,0.1,3.1
978,Fremont,ID,44.22800938,-111.48099429999999,12889.0,6719.0,5548.0,998.0,0.826,0.149,504.0,4.0,6685.0,6204.0,12.5,85.1,0.2,0.3,0.1,0.2,51806.0,21611.0,11.9,28.2,15.0,22.7,19.0,15.1,78.4,10.7,1.0,2.5,1.7,5.7,25.9,5182.0,71.6,17.6,10.3,0.5,5.9
979,Fremont,WY,43.04183996,-108.6296893,40354.0,18111.0,12007.0,5519.0,0.6629999999999999,0.305,1505.0,15.0,20206.0,20148.0,6.8,70.1,0.5,19.6,0.1,0.1,55013.0,27220.0,13.7,33.5,20.7,19.4,14.8,11.5,75.2,10.5,0.5,4.0,3.1,6.6,17.9,18674.0,61.3,28.9,9.2,0.6,6.0
980,Fresno,CA,36.75733899,-119.6466953,971616.0,356004.0,160689.0,188224.0,0.451,0.529,31558.0,443.0,484667.0,486949.0,52.4,30.2,4.7,0.4,9.9,0.1,48730.0,22234.0,25.4,29.1,19.6,23.0,14.8,13.5,78.1,12.2,1.2,1.6,2.5,4.3,22.4,392003.0,74.8,18.4,6.6,0.2,10.4
981,Frio,TX,28.86751206,-99.10804207,19110.0,5264.0,2812.0,2421.0,0.534,0.46,1020.0,9.0,11363.0,7747.0,78.5,16.4,3.6,0.0,0.6,0.0,37382.0,16833.0,20.3,19.2,22.3,17.5,20.5,20.5,84.6,11.0,0.2,1.4,0.6,2.3,15.8,6859.0,76.6,16.8,6.6,0.0,7.3
982,Frontier,NE,40.52993007,-100.3924658,2624.0,1440.0,1229.0,189.0,0.853,0.131,45.0,0.0,1324.0,1300.0,1.4,96.4,0.0,0.6,0.1,0.0,52090.0,27900.0,10.9,35.4,15.9,21.5,18.0,9.2,76.5,7.9,0.4,5.3,1.0,8.9,20.3,1253.0,64.1,20.8,14.1,1.0,3.2
983,Fulton,AR,36.38177105,-91.81729127,12092.0,5098.0,3944.0,1031.0,0.774,0.20199999999999999,348.0,10.0,5947.0,6145.0,1.3,95.6,0.3,0.9,0.0,0.1,36051.0,19674.0,23.0,29.7,18.7,21.7,14.4,15.6,85.2,8.3,1.3,0.7,1.2,3.3,23.3,4132.0,73.1,17.6,9.0,0.4,6.9
984,Fulton,GA,33.79216944,-84.46319413,1010420.0,524532.0,137200.0,381057.0,0.262,0.726,31753.0,628.0,489797.0,520623.0,7.4,39.9,43.6,0.2,6.7,0.0,61336.0,41041.0,16.0,50.1,14.6,24.0,3.9,7.4,72.1,7.7,7.5,2.6,1.9,8.2,28.1,500783.0,83.4,11.2,5.3,0.1,7.7
985,Fulton,IL,40.47289135,-90.20862357,35733.0,16517.0,9798.0,6371.0,0.593,0.386,657.0,2.0,18673.0,17060.0,2.9,92.0,3.8,0.1,0.2,0.0,48599.0,24269.0,15.5,30.6,20.8,20.2,10.7,17.8,84.8,8.8,0.2,2.6,1.0,2.6,24.7,15027.0,76.5,16.4,7.2,0.0,7.7
986,Fulton,IN,41.0469907,-86.26252745,20296.0,9110.0,6667.0,2274.0,0.732,0.25,440.0,11.0,9992.0,10304.0,5.0,92.3,1.0,0.5,0.3,0.1,47108.0,23557.0,13.3,23.1,15.2,19.6,11.3,30.8,82.0,10.2,0.1,1.1,2.0,4.6,22.8,9575.0,81.2,11.2,7.1,0.6,3.8
987,Fulton,KY,36.55238827,-89.20140068,6259.0,2421.0,1605.0,791.0,0.6629999999999999,0.327,239.0,3.0,3094.0,3165.0,0.7,71.2,24.4,0.1,0.2,0.0,28274.0,18111.0,25.3,29.9,25.7,17.8,8.1,18.5,77.1,10.6,0.9,1.7,3.2,6.5,21.9,2287.0,72.1,18.1,9.3,0.5,7.6
988,Fulton,NY,43.11363907,-74.41798804,53955.0,20180.0,13989.0,5804.0,0.693,0.28800000000000003,367.0,24.0,26899.0,27056.0,2.8,93.2,1.8,0.2,0.7,0.0,48033.0,26298.0,16.0,30.7,20.5,23.3,9.5,16.1,83.2,9.4,0.6,2.7,2.1,2.1,25.0,24239.0,79.4,16.1,4.4,0.1,7.6
989,Fulton,OH,41.60213491,-84.12571393,42296.0,22299.0,15396.0,6545.0,0.69,0.294,647.0,16.0,20912.0,21384.0,8.4,89.4,0.3,0.2,0.4,0.1,57774.0,27922.0,10.6,27.8,15.9,21.3,12.3,22.7,88.0,6.6,0.1,1.9,0.8,2.6,24.1,20729.0,84.1,10.3,5.3,0.2,5.9
990,Fulton,PA,39.92913544,-78.11163677,14631.0,7978.0,6824.0,1085.0,0.855,0.136,95.0,4.0,7376.0,7255.0,1.2,96.3,1.5,0.3,0.1,0.0,50007.0,25273.0,11.5,25.7,16.9,20.0,14.2,23.2,77.9,15.0,0.1,2.6,0.5,3.9,32.3,6609.0,79.6,13.4,6.6,0.4,6.5
991,Furnas,NE,40.17642064,-99.91247454,4814.0,2601.0,2163.0,399.0,0.8320000000000001,0.153,112.0,3.0,2356.0,2458.0,3.7,94.2,0.3,0.0,0.1,0.0,43400.0,24522.0,13.5,37.3,17.1,17.6,14.1,13.8,75.0,9.7,0.0,4.3,1.5,9.5,13.2,2394.0,70.7,15.3,13.1,0.9,2.5
992,Gadsden,FL,30.57796289,-84.61915825,46113.0,23800.0,7465.0,16152.0,0.314,0.679,3072.0,56.0,21869.0,24244.0,10.0,32.6,55.3,0.1,0.5,0.1,39830.0,19252.0,24.4,31.2,20.6,25.5,12.6,10.2,84.5,9.8,0.1,0.9,2.4,2.3,30.2,16338.0,61.6,34.8,3.5,0.1,8.5
993,Gage,NE,40.26186809,-96.68946704,21632.0,11068.0,7445.0,3385.0,0.6729999999999999,0.306,600.0,5.0,10816.0,10816.0,2.3,95.0,0.6,0.4,0.6,0.2,52223.0,27424.0,9.1,33.3,15.4,20.9,10.5,19.8,78.9,12.2,0.1,3.1,0.9,4.8,19.8,11118.0,74.1,16.1,9.7,0.1,3.2
994,Gaines,TX,32.74055318,-102.6353295,19889.0,5960.0,5323.0,572.0,0.893,0.096,581.0,12.0,10082.0,9807.0,40.6,56.3,2.3,0.1,0.5,0.0,58167.0,22656.0,11.0,28.6,11.8,18.6,24.9,16.1,74.9,18.8,0.0,4.1,0.1,2.1,19.0,8134.0,76.0,12.5,11.0,0.4,4.5
996,Gallatin,IL,37.76430935,-88.22953869,5226.0,2673.0,2019.0,621.0,0.755,0.23199999999999998,117.0,2.0,2475.0,2751.0,1.1,95.8,0.3,0.5,0.3,0.0,42450.0,24538.0,16.6,33.8,17.6,19.0,12.4,17.2,87.7,8.0,0.2,0.3,2.2,1.5,27.2,2133.0,75.6,16.0,8.2,0.2,7.8
997,Gallatin,KY,38.75398691,-84.8558382,8652.0,3849.0,2955.0,822.0,0.768,0.214,131.0,8.0,4420.0,4232.0,5.2,91.3,1.5,0.0,0.1,0.0,50250.0,22508.0,13.4,20.2,18.3,27.1,13.0,21.4,79.8,13.5,0.2,1.9,0.6,4.0,29.4,3728.0,77.8,15.9,6.0,0.3,6.0
998,Gallatin,MT,45.54486106,-111.1692571,100733.0,71363.0,31639.0,36964.0,0.44299999999999995,0.518,3550.0,8.0,52057.0,48676.0,3.3,92.3,0.3,0.9,1.3,0.0,59397.0,33181.0,13.0,40.3,18.2,21.5,11.7,8.4,73.6,9.3,0.4,5.9,3.7,7.1,17.7,56751.0,75.5,15.6,8.4,0.4,4.3
999,Gallia,OH,38.82708533,-82.31647569,30203.0,13358.0,10289.0,2911.0,0.77,0.218,334.0,13.0,14814.0,15389.0,1.3,93.6,2.8,0.5,0.7,0.1,42002.0,22293.0,20.9,27.8,19.8,22.3,11.2,18.9,85.9,5.3,0.2,1.9,1.5,5.2,29.0,11930.0,80.9,13.0,5.8,0.4,5.8
1000,Galveston,TX,29.40167322,-94.90469073,321184.0,153843.0,93306.0,58247.0,0.607,0.379,12703.0,169.0,158564.0,162620.0,23.9,58.0,12.5,0.3,3.3,0.0,65702.0,33870.0,13.9,41.1,17.6,22.0,9.4,9.9,80.9,10.5,0.9,2.0,1.9,3.7,28.0,149076.0,77.0,16.7,6.1,0.1,6.5
1001,Garden,NE,41.61703149,-102.3313973,1913.0,1195.0,1016.0,161.0,0.85,0.135,48.0,0.0,960.0,953.0,3.9,94.2,0.2,0.2,0.9,0.0,48125.0,35602.0,11.7,42.6,13.6,20.5,13.5,9.9,71.8,8.7,0.1,4.9,0.8,13.7,21.4,921.0,53.2,26.5,20.3,0.0,1.4
1002,Garfield,CO,39.59921777,-107.902708,57945.0,30216.0,14404.0,15070.0,0.47700000000000004,0.499,1239.0,5.0,29334.0,28611.0,28.1,68.6,0.4,0.5,0.8,0.0,66503.0,31483.0,9.6,32.1,19.6,21.0,17.3,10.0,73.1,10.9,3.8,2.7,2.7,6.8,31.6,30411.0,78.2,13.1,8.6,0.1,5.4
1003,Garfield,MT,47.27545948,-107.0002351,1086.0,813.0,764.0,41.0,0.94,0.05,30.0,0.0,560.0,526.0,0.2,99.8,0.0,0.0,0.0,0.0,47188.0,29896.0,5.1,53.3,8.9,16.8,16.1,4.9,66.7,3.8,0.5,8.0,2.6,18.3,12.0,576.0,41.7,18.2,36.8,3.3,0.0
1004,Garfield,NE,41.91428955,-98.99111827,1958.0,1067.0,925.0,133.0,0.867,0.125,35.0,0.0,970.0,988.0,2.1,96.6,0.2,0.0,0.3,0.0,46509.0,25856.0,7.2,34.6,16.6,20.8,14.5,13.5,72.6,5.1,0.5,8.7,2.1,11.0,11.5,1006.0,62.5,17.2,19.6,0.7,1.9
1005,Garfield,OK,36.3791334,-97.78265517,62421.0,22430.0,16970.0,4919.0,0.757,0.21899999999999997,2543.0,28.0,30927.0,31494.0,11.6,75.8,3.0,1.8,0.8,2.8,50724.0,25787.0,13.6,28.7,17.1,20.9,15.2,18.0,84.5,9.3,0.3,1.1,2.0,2.8,16.6,27796.0,80.7,12.7,6.4,0.1,5.3
1006,Garfield,UT,37.85447192,-111.4418764,5020.0,2722.0,2149.0,513.0,0.789,0.188,0.0,0.0,2633.0,2387.0,5.6,89.5,0.0,2.7,0.2,0.5,51700.0,23228.0,13.1,26.4,26.8,25.1,15.8,6.0,73.4,11.0,0.0,5.7,2.7,7.3,14.0,2212.0,69.3,23.3,7.4,0.0,4.6
1007,Garfield,WA,46.43197502,-117.54540320000001,2226.0,1470.0,1062.0,362.0,0.722,0.24600000000000002,26.0,0.0,1118.0,1108.0,2.4,91.8,0.0,0.2,1.8,0.0,51399.0,24781.0,11.7,33.7,19.9,23.7,9.5,13.2,74.5,15.9,0.0,2.8,0.7,6.2,20.0,934.0,51.0,32.9,16.2,0.0,7.2
1008,Garland,AR,34.57692074,-93.14921604,97994.0,44193.0,29065.0,14043.0,0.6579999999999999,0.318,2645.0,70.0,47269.0,50725.0,5.4,82.6,8.1,0.7,0.5,0.0,41672.0,25690.0,19.1,31.8,20.4,25.6,11.2,11.0,79.8,12.0,0.4,1.7,1.2,4.8,21.9,39800.0,79.2,13.3,7.2,0.2,9.0
1009,Garrard,KY,37.638866799999995,-84.53289319,17226.0,8703.0,6754.0,1830.0,0.7759999999999999,0.21,370.0,4.0,8442.0,8784.0,2.2,94.3,0.9,0.2,0.1,0.0,47906.0,24874.0,18.2,29.9,17.8,20.6,16.2,15.4,80.3,11.9,0.1,0.4,1.7,5.7,34.0,7339.0,76.2,13.7,10.0,0.1,8.9
1010,Garrett,MD,39.52786077,-79.27355126,29516.0,15045.0,11654.0,3098.0,0.775,0.20600000000000002,150.0,1.0,14618.0,14898.0,1.1,96.6,0.6,0.1,0.4,0.0,48174.0,26303.0,11.4,33.8,17.5,18.8,16.5,13.4,79.5,9.9,0.6,3.7,0.6,5.7,24.2,13937.0,74.6,16.0,9.3,0.2,4.8
1011,Garvin,OK,34.70418038,-97.30811132,27751.0,10922.0,8878.0,1865.0,0.813,0.171,774.0,6.0,13765.0,13986.0,8.2,76.4,2.3,5.4,0.5,0.0,42567.0,22433.0,17.1,29.4,14.0,23.5,14.8,18.3,90.7,4.6,0.2,0.8,1.2,2.5,21.5,10697.0,76.8,13.9,9.0,0.3,3.5
1012,Garza,TX,33.17969345,-101.2984114,6739.0,1651.0,1411.0,231.0,0.855,0.14,123.0,8.0,4369.0,2370.0,54.0,40.5,4.5,0.1,0.6,0.0,53832.0,20635.0,13.5,30.3,22.3,15.5,15.2,16.7,71.5,23.8,0.0,2.0,2.6,0.1,17.4,2445.0,72.2,16.7,11.1,0.0,2.0
1013,Gasconade,MO,38.43947277,-91.50847147,14769.0,7934.0,6222.0,1601.0,0.784,0.20199999999999999,289.0,24.0,7371.0,7398.0,1.3,96.2,0.6,0.4,0.2,0.0,50687.0,25963.0,12.0,27.0,17.1,20.4,13.1,22.5,81.8,11.9,0.2,2.2,0.6,3.4,26.0,6793.0,80.7,10.9,8.0,0.3,3.4
1014,Gaston,NC,35.29373559,-81.17477045,214049.0,113791.0,72132.0,40231.0,0.634,0.354,7863.0,135.0,103191.0,110858.0,6.6,73.6,15.5,0.4,1.5,0.0,46626.0,24937.0,16.5,30.4,17.4,24.3,9.8,18.2,85.3,9.3,0.3,0.8,1.0,3.3,25.4,96263.0,84.1,10.8,4.9,0.1,8.3
1015,Gates,NC,36.44667547,-76.69749701,11601.0,5944.0,3354.0,2540.0,0.564,0.42700000000000005,169.0,3.0,5662.0,5939.0,0.7,62.5,32.9,0.9,0.4,0.0,52481.0,24335.0,12.4,29.2,16.6,19.2,12.0,23.0,84.9,11.4,0.0,0.5,1.5,1.7,36.5,5012.0,71.8,23.5,4.8,0.0,8.8
1016,Geary,KS,38.99871131,-96.7577178,35796.0,9311.0,5193.0,3825.0,0.5579999999999999,0.41100000000000003,394.0,4.0,19025.0,16771.0,15.6,57.2,16.8,0.7,3.1,0.8,46096.0,21583.0,14.9,31.8,23.4,20.3,10.5,14.1,83.5,9.2,0.1,1.9,2.2,3.0,16.2,11575.0,62.5,32.3,4.9,0.3,8.0
1017,Geauga,OH,41.49952319,-81.17935342,93895.0,55381.0,33581.0,20980.0,0.606,0.379,991.0,50.0,46220.0,47675.0,1.4,95.8,1.2,0.1,0.6,0.0,77104.0,39513.0,6.5,40.8,14.8,23.3,9.8,11.3,79.2,8.2,0.5,1.8,2.2,8.2,28.3,47123.0,82.1,9.6,8.1,0.1,3.5
1018,Gem,ID,44.06482372,-116.398376,16850.0,9958.0,7951.0,1803.0,0.7979999999999999,0.18100000000000002,452.0,6.0,8331.0,8519.0,8.3,88.0,0.0,0.9,0.7,0.0,42888.0,20041.0,20.7,26.9,22.1,20.6,17.7,12.7,77.0,10.6,0.1,1.9,2.2,8.2,29.6,6452.0,72.0,17.0,9.7,1.3,6.0
1019,Genesee,MI,43.02244215,-83.70589709,410881.0,222969.0,99199.0,120082.0,0.445,0.539,7352.0,343.0,198115.0,212766.0,3.3,72.5,19.8,0.4,1.0,0.0,45231.0,25180.0,20.0,31.5,19.5,24.2,8.3,16.5,84.6,9.1,1.2,1.3,0.7,3.1,26.0,166919.0,85.0,9.9,5.0,0.2,10.8
1020,Genesee,NY,43.0022601,-78.19135193,58537.0,25004.0,17340.0,7048.0,0.693,0.282,411.0,5.0,29199.0,29338.0,3.1,90.7,2.4,0.9,0.7,0.0,54033.0,27499.0,12.8,31.0,18.2,22.1,11.1,17.6,83.4,8.3,0.4,3.6,1.7,2.6,22.2,29386.0,76.9,17.5,5.4,0.2,5.1
1021,Geneva,AL,31.09389027,-85.83572839,26572.0,12538.0,10844.0,1592.0,0.865,0.127,975.0,7.0,13008.0,13564.0,3.8,84.0,9.2,0.6,0.4,0.0,39293.0,21084.0,22.5,22.9,17.3,21.5,19.1,19.3,83.5,10.3,0.0,0.6,2.4,3.1,27.2,10306.0,73.8,16.5,9.4,0.3,8.9
1022,Gentry,MO,40.21097916,-94.40944419,6688.0,3239.0,2580.0,613.0,0.797,0.18899999999999997,201.0,10.0,3225.0,3463.0,0.3,96.4,0.9,0.7,0.4,0.1,43777.0,20903.0,18.1,31.5,19.6,17.8,13.1,18.1,77.1,13.8,0.4,3.6,0.8,4.1,21.5,3037.0,73.5,15.9,10.4,0.2,4.1
1023,George,MS,30.86259065,-88.64436789,23545.0,10940.0,9602.0,1208.0,0.878,0.11,1037.0,20.0,11894.0,11651.0,2.7,87.4,7.7,0.5,0.9,0.0,47640.0,20973.0,14.7,30.4,12.9,21.6,20.0,15.1,80.1,12.3,1.3,0.9,2.5,2.9,35.4,8011.0,81.7,13.2,5.1,0.1,8.2
1024,Georgetown,SC,33.43443342,-79.33202141,61065.0,36668.0,20487.0,15822.0,0.5589999999999999,0.431,2403.0,56.0,28957.0,32108.0,3.0,63.3,31.3,0.1,0.4,0.0,46967.0,28748.0,18.7,31.0,21.5,24.5,8.9,14.1,84.5,8.2,0.7,0.6,1.8,4.1,25.4,24152.0,80.4,12.8,6.6,0.2,9.6
1025,Gibson,IN,38.30393723,-87.58054938,33596.0,16165.0,11817.0,4027.0,0.731,0.249,1038.0,12.0,16841.0,16755.0,1.5,94.2,2.0,0.1,0.3,0.0,51149.0,27342.0,10.7,26.7,15.6,18.9,12.5,26.3,87.1,6.8,0.2,2.6,1.0,2.3,21.5,16210.0,88.6,7.4,3.9,0.1,3.5
1026,Gibson,TN,35.99438059,-88.93358327,49222.0,22336.0,16245.0,5764.0,0.727,0.258,2244.0,48.0,23447.0,25775.0,2.6,76.8,17.7,0.4,0.3,0.1,41315.0,21858.0,17.1,29.4,19.0,24.2,8.9,18.3,89.3,6.0,0.1,1.2,2.0,1.5,23.2,20523.0,80.1,12.2,7.5,0.2,6.1
1027,Gila,AZ,33.80190085,-110.8132779,53145.0,27662.0,18377.0,8943.0,0.664,0.32299999999999995,1989.0,72.0,26284.0,26861.0,18.6,62.8,0.4,15.6,0.9,0.0,41179.0,22433.0,21.9,31.6,22.8,21.4,15.3,8.9,78.2,12.8,0.1,2.8,1.1,5.0,18.7,18216.0,71.0,23.1,5.7,0.2,11.7
1028,Gilchrist,FL,29.72856978,-82.79880657,17191.0,9702.0,7895.0,1700.0,0.8140000000000001,0.175,614.0,18.0,8983.0,8208.0,5.5,87.2,5.8,0.1,0.1,0.0,42934.0,21145.0,19.8,24.5,21.4,25.6,14.9,13.7,75.6,16.7,0.8,1.1,1.3,4.4,32.8,6444.0,72.8,20.1,7.0,0.0,7.4
1029,Giles,TN,35.20222469,-87.03992678,29024.0,13202.0,9783.0,3298.0,0.741,0.25,1027.0,38.0,14119.0,14905.0,2.0,84.8,9.8,0.0,0.6,0.0,43925.0,22994.0,15.9,25.7,17.0,19.8,10.0,27.5,84.1,9.8,0.0,1.7,1.7,2.7,25.7,12368.0,76.9,15.1,7.9,0.2,5.9
1030,Giles,VA,37.31234791,-80.70636931,16867.0,9157.0,6876.0,2156.0,0.7509999999999999,0.235,146.0,0.0,8273.0,8594.0,1.6,95.1,2.4,0.2,0.2,0.1,49734.0,25004.0,11.3,25.2,20.4,20.8,12.3,21.4,83.4,12.2,0.1,1.0,1.5,1.8,24.9,7545.0,75.6,21.1,3.2,0.1,4.8
1031,Gillespie,TX,30.31824095,-98.94676915,25939.0,15817.0,12495.0,3163.0,0.79,0.2,365.0,10.0,12655.0,13284.0,22.5,75.6,0.1,0.0,0.1,0.0,56267.0,32557.0,12.4,33.6,21.1,21.7,14.3,9.3,72.5,14.0,0.5,4.4,2.3,6.2,20.7,11800.0,73.4,8.9,17.2,0.5,5.0
1032,Gilliam,OR,45.37160076,-120.20488689999999,1910.0,1178.0,834.0,324.0,0.708,0.275,17.0,0.0,962.0,948.0,8.1,86.0,0.0,5.2,0.0,0.7,39831.0,24178.0,9.9,31.0,15.0,20.8,16.4,16.8,77.8,5.0,0.0,8.7,1.1,7.4,17.5,751.0,64.0,25.2,10.4,0.4,7.5
1033,Gilmer,GA,34.69316688,-84.45802506,29614.0,16525.0,13429.0,2932.0,0.813,0.177,1065.0,23.0,14950.0,14664.0,11.5,85.5,0.6,0.1,0.5,0.0,46211.0,23688.0,18.8,26.1,22.5,21.3,14.6,15.5,75.2,16.4,0.3,1.6,1.6,4.8,30.1,12120.0,78.7,11.2,9.8,0.3,7.4
1034,Gilmer,WV,38.9251277,-80.85952723,8305.0,2662.0,2012.0,599.0,0.7559999999999999,0.225,65.0,0.0,4912.0,3393.0,4.1,80.8,10.8,0.1,0.4,0.0,37175.0,18207.0,25.0,31.9,19.4,23.5,14.0,11.2,75.9,8.7,0.2,3.7,2.3,9.2,31.1,2526.0,67.6,27.5,4.9,0.0,12.3
1035,Gilpin,CO,39.85646523,-105.5252597,5793.0,4143.0,1815.0,2199.0,0.43799999999999994,0.531,30.0,0.0,3108.0,2685.0,9.2,86.2,0.6,1.3,0.3,0.0,72544.0,45110.0,5.6,44.4,23.1,16.9,6.7,8.9,74.9,6.9,1.1,2.3,1.3,13.6,36.6,3399.0,85.5,9.2,5.2,0.0,3.3
1036,Glacier,MT,48.70513576,-112.9934235,13677.0,5630.0,1882.0,3603.0,0.33399999999999996,0.64,1003.0,16.0,6888.0,6789.0,2.8,31.1,0.3,64.1,0.3,0.1,29201.0,16737.0,33.1,36.5,25.0,16.5,13.7,8.3,67.2,8.6,0.0,15.6,0.9,7.7,14.8,4539.0,56.3,37.9,5.8,0.0,7.6
1037,Glades,FL,26.95635849,-81.18996211,13197.0,5201.0,3781.0,1384.0,0.727,0.266,610.0,6.0,7479.0,5718.0,20.8,60.7,12.9,3.8,0.4,0.0,37385.0,20476.0,18.0,27.8,16.0,25.6,17.2,13.5,75.8,12.3,0.2,4.1,2.4,5.3,25.3,4052.0,65.8,22.1,12.1,0.0,10.0
1038,Gladwin,MI,43.98901072,-84.38774817,25324.0,14603.0,9893.0,4524.0,0.677,0.31,240.0,2.0,12719.0,12605.0,1.5,96.2,0.4,0.5,0.5,0.0,40871.0,23491.0,20.2,24.7,17.8,22.6,14.9,20.0,81.0,8.8,0.6,3.8,2.2,3.6,30.4,8896.0,81.3,10.6,7.4,0.8,7.4
1039,Glascock,GA,33.22879932,-82.61297636,3027.0,1566.0,1403.0,155.0,0.8959999999999999,0.099,52.0,2.0,1464.0,1563.0,1.6,87.4,8.8,0.8,0.0,0.0,45273.0,19815.0,11.5,32.4,10.9,17.7,14.1,24.9,85.7,9.9,0.0,0.2,1.2,2.9,31.3,1307.0,76.5,18.6,4.9,0.0,3.3
