county,state,lat,long,TotalPop,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,percentage20_Donald_Trump,percentage20_Joe_Biden,cases,deaths,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Taylor,WI,45.21179252,-90.5004405,20344,10685,7656,2693,0.717,0.252,555,7,10402,9942,1.8,96.4,0.5,0.2,0.2,0,49821,26290,10.9,26.6,12.8,17.4,14.3,28.9,75.3,9.8,0.4,3.6,2.1,8.9,22.6,10222,79,8.4,11.9,0.7,3.8
Taylor,WV,39.33602617,-80.0421439,16977,7334,5439,1787,0.742,0.244,172,8,8645,8332,0.4,96.1,1.3,0,1.2,0,45916,23683,15.7,33.4,17.3,21.6,11.6,16.1,88.5,6.1,0,0.4,2.5,2.5,30.2,6905,77.9,18.1,4,0,8.9
Tazewell,IL,40.50716185,-89.51404662,134695,68358,42194,24486,0.617,0.358,3034,59,66456,68239,2.2,94.2,1.2,0.1,1,0,60874,32082,8,35.1,16.4,25.5,8.3,14.8,87.5,6.9,0.5,1.4,0.9,2.8,21.2,63912,84.9,10.7,4.2,0.2,5.1
Tazewell,VA,37.12191123,-81.56685568,42689,20095,16731,3205,0.833,0.159,557,2,21055,21634,0.9,94,3,0.2,0.5,0,40309,24325,15.6,29.5,17.1,24.3,14.9,14.2,84.5,9.9,0.1,1.1,0.7,3.7,23.9,16237,74.4,19,6.2,0.4,7.8
Tehama,CA,40.12570935,-122.2370171,63247,25005,16346,8105,0.654,0.324,953,14,31452,31795,24.2,69.2,0.6,1.5,1.4,0,42512,22631,20.9,23.7,22.1,23.6,14.3,16.3,81.2,9.4,0.3,2.9,1.5,4.7,23.5,23849,74.2,16.3,9.4,0.1,10.1
Telfair,GA,31.92829517,-82.93491155,16339,4333,2825,1487,0.652,0.343,495,24,9532,6807,11.6,49.1,38.8,0,0,0,28044,13594,27.7,24.5,19.2,18,12.1,26.2,88,4.1,0,3,1.8,3.1,22.5,4823,66.8,27.2,6,0,4.1
Teller,CO,38.88133511,-105.1614893,23769,16793,11158,5224,0.664,0.311,263,4,11926,11843,6.2,89.5,0.7,0.4,1,0,66809,34974,7.5,38.4,20.8,20.7,12,8.1,75.4,12.6,0.4,2.2,2.1,7.3,32.6,11685,74.1,18.6,7,0.4,6.7
Tensas,LA,32.00760749,-91.32915234,4771,2554,1197,1329,0.469,0.52,186,2,2322,2449,1.8,42.3,55.4,0,0.1,0,21906,16194,38,27.9,25.8,15.1,18.8,12.4,88.9,4.4,0.5,2.1,2.5,1.6,24.1,1506,67.1,27,5.9,0,15.3
Terrebonne,LA,29.37343766,-90.82626855,113067,46240,34339,11198,0.743,0.242,3894,125,55794,57273,5,67.1,19.2,5.4,0.9,0.1,47650,24017,20.1,26.8,17.7,23.6,14.9,17,81.1,10.5,0.3,1.2,3.5,3.4,22.7,47254,82.4,11.4,6.1,0.1,6.1
Terrell,GA,31.77527543,-84.44069698,8978,4416,2004,2376,0.454,0.538,341,32,4229,4749,2.7,35.5,60.6,0,0.2,0,32219,17562,35.3,21.5,17.6,26.2,13,21.7,78.7,13.5,0.4,3,0.7,3.7,24.9,3368,74.6,16,9.3,0,10.4
Terrell,TX,30.22429013,-102.0766732,721,458,334,119,0.729,0.26,4,0,357,364,56.3,33.1,3.2,0.7,0,0,26063,21204,17.1,33.1,25,10.8,12.3,18.8,83.8,4.6,0,1.5,0,10,30,260,50.4,29.2,20.4,0,6.8
Terry,TX,33.17402785,-102.3354521,12755,3608,2809,757,0.779,0.21,626,10,6753,6002,53.8,40.8,4.6,0.2,0,0,42441,21938,13.7,31.1,17.6,17.4,22.8,11.1,77.8,16.3,0.3,1.1,1.9,2.7,20.1,4556,74.8,17.2,8,0,9.4
Teton,ID,43.75303583,-111.2056773,10776,6347,2858,3318,0.45,0.523,305,2,5692,5084,17,81.1,0.2,0.2,0.1,0,55986,28004,8.3,35.1,24.1,16.4,17.8,6.6,70.2,16.7,0.9,2.2,1.6,8.3,27.9,5607,80.3,11.3,8.4,0,6.2
Teton,MT,47.83741052,-112.2410688,6040,3695,2608,1007,0.706,0.273,92,1,2969,3071,1.5,94.2,0.2,1.2,0.2,0,51060,26884,9.8,37.3,14.5,19.8,17.6,10.8,66.6,13,0.9,8.2,3.6,7.6,18.4,2746,66.9,18.4,14.2,0.5,1.7
Teton,WY,43.93522482,-110.5890801,22923,14677,4341,9848,0.296,0.671,814,1,12169,10754,15,81.5,0.5,0.3,2.2,0,80049,49200,6.8,39.4,25.4,17,11.7,6.5,68.3,6.7,3.8,11.7,3.8,5.7,14.3,14492,82.1,11.4,6.5,0,1.3
Texas,MO,37.31728859,-91.96564727,25714,11332,9478,1716,0.836,0.151,634,3,13248,12466,2,91.2,2,2.2,0.2,0,35571,17918,25.3,25.7,21,20.7,15.9,16.7,77.3,15.3,0.2,2.4,0.7,3.9,24.7,8748,71.6,21.2,6.9,0.3,7.1
Texas,OK,36.74777635,-101.4889765,21409,5521,4505,894,0.816,0.162,1849,10,11444,9965,45.1,45.6,3.9,0.3,3,0.1,49469,23324,16.8,26.5,14.5,17,14.1,28,77.7,16.2,0.1,2.9,0.8,2.2,15.9,11355,77.8,16,6.1,0.2,3.1
Thayer,NE,40.17626377,-97.59504381,5133,2951,2285,619,0.774,0.21,73,0,2547,2586,2.3,95.5,0.3,0.3,0,0,48151,31129,10.9,35.1,15.7,21.4,12.7,15.1,79.6,6.4,0.1,4.9,1,8.1,12.8,2560,74.5,12.6,12.6,0.3,1.2
Thomas,GA,30.86392347,-83.91847289,44909,21853,12954,8708,0.593,0.398,1625,71,21200,23709,3.5,57.7,35.8,0.1,0.8,0,41336,24047,19.5,35.2,18.6,24.4,8.6,13.3,79.7,14.6,0,1,2.7,2,20.5,18686,75.1,20.2,4.7,0.1,9.3
Thomas,KS,39.35107575,-101.0553705,7847,3794,3106,622,0.819,0.164,363,2,3856,3991,5.5,91.2,1.4,0.8,0.5,0,52465,26718,11.1,32.5,23.1,24.3,9.3,10.8,79.2,7.6,0,4,2.6,6.6,11.1,4393,68.7,19.1,12,0.2,1.9
Thomas,NE,41.91358968,-100.5556632,643,427,377,45,0.883,0.105,15,0,344,299,0.6,97.4,0,0.3,0,0,53173,29243,12.4,41.8,9.9,19.5,20.1,8.8,60.9,14,0,8.4,0,16.8,14.3,364,53.6,25.8,20.1,0.5,1.9
Throckmorton,TX,33.17751417,-99.21226795,1541,899,806,82,0.897,0.091,19,2,705,836,15.8,82.5,0.1,0,0.3,0,37279,27732,17.1,35.1,13.3,22.7,14.1,14.8,84.7,7.8,0.2,0.5,0.5,6.4,22.2,661,65.4,19.5,15.1,0,5.2
Thurston,NE,42.15725356,-96.54157099,7055,2294,1164,1107,0.507,0.483,353,4,3502,3553,5.1,36.7,0.2,55.6,0.7,0,44701,19380,30.5,38.9,18.3,20.6,11.5,10.8,75,10.7,1.3,6.1,1.3,5.6,15.8,2589,53.9,38,7.9,0.3,15.4
Thurston,WA,46.9291895,-122.8290656,269885,161987,63087,94076,0.389,0.581,1694,33,132099,137786,8.5,75.8,2.8,1.3,5.6,0.8,66113,32410,11.6,41.9,16.2,23.9,8,10.1,79.5,9.4,1.8,2.2,2.4,4.8,25.6,122976,63.9,29.9,5.9,0.2,7.7
Tift,GA,31.45743864,-83.5236119,40531,16283,10784,5322,0.662,0.327,1984,65,19502,21029,11.4,56.3,29.3,0.1,1.2,0,38728,20800,27.8,31.6,16.4,23.7,13.7,14.6,83,11.5,0.3,1.3,1.6,2.2,19.9,16935,81,14.4,4.4,0.3,3.9
Tillamook,OR,45.46248721,-123.712066,25840,16725,8306,7956,0.497,0.476,77,0,13059,12781,10.3,84.7,0.3,0.6,0.7,0.4,45061,25458,15.5,27,20.1,19.7,15.9,17.3,75.2,10.6,0.6,5.4,2.5,5.8,18.9,10070,73.6,16.3,9.9,0.2,5.5
Tillman,OK,34.37288446,-98.92426619,7591,2708,2076,597,0.767,0.22,160,4,3881,3710,25.8,60.6,7.9,2.3,0.3,0,40728,21422,22.1,30.9,19.2,15.2,18.4,16.3,79,12.6,0,1.6,1.3,5.6,19.4,3129,69.4,22.3,7.8,0.5,5.5
Tioga,NY,42.16852837,-76.30835812,49322,20555,13292,6724,0.647,0.327,699,30,24340,24982,1.8,95.3,0.6,0,0.8,0,57153,30252,11.2,34.9,20.1,22.2,9.5,13.3,83.6,9.7,0.9,1.9,1.3,2.6,23,23012,80.5,14.3,5.1,0,6.5
Tioga,PA,41.77255149,-77.25433032,41550,21087,15750,4958,0.747,0.235,253,3,20599,20951,1.2,96.3,0.6,0.1,0.5,0,50017,25353,13.4,29.4,18.5,20.6,12.1,19.4,79.9,9.3,0.7,4.4,1,4.8,23.9,18203,76.9,13.9,8.8,0.3,6.4
Tippah,MS,34.76872156,-88.90988194,21993,10001,7987,1906,0.799,0.191,975,25,10762,11231,4.7,77.3,16.6,0,0.5,0.1,39351,19780,22.8,25.7,10.1,22.9,9.6,31.6,84.7,10.2,0,1.2,0.4,3.5,23.9,9077,81.7,12.7,5.5,0.2,8.9
Tippecanoe,IN,40.38872739,-86.89413959,186081,71395,34571,34993,0.484,0.49,4499,17,94992,91089,8.1,77,4.7,0.1,8,0,50486,25481,20.9,39.2,17.7,20.6,6.7,15.8,74.1,10.6,3.1,6.7,2.3,3.2,17.7,91869,79.5,16.8,3.5,0.2,5.2
Tipton,IN,40.31123252,-86.05234925,15290,8124,6110,1834,0.752,0.226,304,23,7632,7658,2.6,95.3,0.2,0,0,0.4,53931,28507,9.4,32.3,15.8,16.5,13.8,21.6,84.9,8.8,0.3,1.3,1.9,2.7,23.7,7430,81.8,14,4,0.2,3.8
Tipton,TN,35.501942,-89.73694895,61434,27291,20063,6832,0.735,0.25,2506,23,30363,31071,2.7,76,17.9,0.5,0.7,0.2,57212,26110,14.6,28.4,16.3,25.2,13.4,16.8,86.2,9.8,0.3,0.6,1,2.1,33,27671,78.9,15.8,5,0.3,8.1
Tishomingo,MS,34.74023475,-88.23917219,19476,9057,7854,1050,0.867,0.116,845,41,9400,10076,2.9,93.4,2.5,0.3,0.1,0,36672,19379,18.6,22.3,15.9,23.2,11.4,27.2,85.8,10.4,0.3,1.5,1,1.1,22.3,7890,82.4,12.2,5.2,0.1,10.8
Titus,TX,33.21339719,-94.96797273,32664,10530,7563,2852,0.718,0.271,1745,36,16055,16609,42.1,46.3,9.1,0.2,0.8,0,46980,21090,19.3,22.8,17.3,21.4,10.4,28.1,83.4,11.5,0.4,0.6,2.4,1.7,18.8,14307,83.5,9.9,6.5,0.1,6.1
Todd,KY,36.8381152,-87.17878374,12377,5351,4060,1202,0.759,0.225,305,12,6194,6183,3.8,86,7.8,0.1,0.1,0,38248,19555,20.1,25.6,12.2,18.6,13.1,30.6,83.8,8.9,0,0.8,2.8,3.6,26.4,4759,71.8,17.1,10.7,0.3,6.9
Todd,MN,46.06996226,-94.89785296,24423,13238,9755,3286,0.737,0.248,975,7,12545,11878,5.5,91.7,0.4,0.3,0.4,0,49213,24988,13,28.3,15.2,18.4,13.6,24.5,77.9,9.4,0.2,3.5,1.5,7.4,24.2,11260,77.9,11.4,9.9,0.8,3.8
Todd,SD,43.19338568,-100.7195503,10016,2539,532,1963,0.21,0.773,511,6,4905,5111,4.2,8.5,0.3,77.2,1.3,0,26285,11665,52,37.9,23,21.9,10.8,6.5,68.5,10.4,1.1,5.7,3.7,10.6,18.1,2784,34.4,57.4,6.8,1.4,15.1
Tolland,CT,41.85853803,-72.3308481,151596,9257,3975,5103,0.429,0.551,1780,68,76162,75434,5.2,85.4,2.9,0,4.4,0,81312,37830,6.5,42.7,17,22.5,8.6,9.2,80.6,6.8,2,4.6,1,5,26.3,80613,76.1,18.5,5.3,0.1,5.8
Tom Green,TX,31.40464436,-100.462443,116906,44891,32129,12106,0.716,0.27,5027,82,57848,59058,38.8,54.3,4,0.2,1.1,0,49662,27513,12.9,32.2,18.3,24.8,13.1,11.6,79.4,10.4,0.2,4.1,2.4,3.6,17.8,53414,77.1,15.9,7,0.1,3.8
Tompkins,NY,42.44945765,-76.47229843,104415,33015,9640,22624,0.292,0.685,656,0,51397,53018,4.8,77.3,3.6,0.2,10.3,0,56200,29759,20.4,51.4,17.9,19.2,5.7,5.7,61.3,9.4,6.5,14.2,2.2,6.3,18.6,50390,78.8,13.5,7.4,0.2,4.8
Tooele,UT,40.44862644,-113.1295715,63357,31489,21006,8936,0.667,0.284,1597,4,31942,31415,12,83.4,0.5,0.8,0.8,0.5,66542,24069,6.9,32.1,16.2,23.8,11.4,16.5,73.8,17.9,1.3,1.6,0.8,4.6,27.8,28406,77.5,18.6,3.8,0.1,6.5
Toole,MT,48.65577551,-111.6942414,5031,2123,1596,467,0.752,0.22,336,6,2865,2166,3.5,88,0.1,5.1,0.7,0,46735,26354,16.6,31.7,24.8,19.1,15.3,9.1,65.6,10.6,0,16.5,0.7,6.6,14.9,2202,69.2,21.5,6.4,2.9,1
Toombs,GA,32.12059861,-82.32957247,27160,10914,7872,2939,0.721,0.269,1523,57,12706,14454,11.6,60.5,25.4,0,0.9,0,35750,21309,24.4,26.3,18.2,22.7,17.1,15.6,78.4,14.3,0.6,1.7,2.8,2.3,19.4,10574,75.8,17.6,6.6,0,10.3
Torrance,NM,34.64048375,-105.8508949,15534,7281,4772,2344,0.655,0.322,112,1,8126,7408,42.1,52.2,1.7,1.1,0.2,0,35543,19129,27.1,34.2,20.5,23.4,13,8.9,78.7,4.5,0.1,1.8,0.5,14.4,29.6,5326,66.7,24.4,8.9,0,7.8
Towner,ND,48.68565745,-99.24564265,2258,1172,828,317,0.706,0.27,125,5,1143,1115,1.6,90.4,0,3.6,0.1,0,54625,36099,12.4,41,14.2,23.9,11.5,9.5,66.4,7.7,0,16.6,0.8,8.5,14.9,993,58,16.1,24.2,1.7,3.7
Towns,GA,34.91369188,-83.7410746,11173,7979,6384,1550,0.8,0.194,455,13,5272,5901,1.5,95,1,0.3,0.2,0,41182,22301,14.7,30.3,24.8,26.5,9.2,9.2,79.8,9.8,0,3,2,5.4,19,3955,75.1,15,9.7,0.2,6.8
Traill,ND,47.45367788,-97.16323288,8050,4136,2522,1493,0.61,0.361,363,5,4091,3959,3.4,92.7,1,1,0.2,0.2,60952,31774,6.9,35.8,16,17.8,16.8,13.5,77.4,11.5,0.1,4.3,1.3,5.3,21.2,4187,71.7,19.3,8.6,0.3,2.9
Transylvania,NC,35.20383864,-82.79638423,33291,20253,11578,8413,0.572,0.415,434,9,16018,17273,3.2,89.4,4,0.4,0.6,0,44559,26037,15.5,29.9,21.9,24.5,12.3,11.4,79.8,9.8,0.3,2.1,0.8,7.1,26.1,13342,73.2,13.2,13.7,0,6.8
Traverse,MN,45.77298854,-96.47062949,3357,1864,1173,662,0.629,0.355,63,0,1663,1694,2.5,90.6,0.6,4,0.3,0,48889,30234,10.9,36.2,20.4,20.2,14,9.3,70.8,15.1,0.6,4.2,1.4,7.9,16.8,1640,67.2,15.5,17,0.2,3.2
Travis,TX,30.33432034,-97.7853562,1176584,605034,159907,432062,0.264,0.714,32220,452,593319,583265,33.9,49.3,7.9,0.2,6.3,0,68350,38820,13.9,47.4,15.8,22.1,8.1,6.6,74.5,9.7,3.2,1.9,2.3,8.4,25.3,645807,77.7,14.9,7.3,0.1,4.5
Treasure,MT,46.2097322,-107.2666516,790,460,373,78,0.811,0.17,24,1,377,413,2.4,94.6,0,0,1.5,0,42454,22880,17,35.6,12.4,22.7,25,4.4,70.2,5,0,10.7,2.6,11.5,17.6,388,66.8,19.1,10.3,3.9,0
Trego,KS,38.91467218,-99.87284448,2899,1603,1341,238,0.837,0.148,113,3,1465,1434,1.2,94.5,0.1,1.3,1.6,0,55197,33233,4.8,29.1,13.2,26.2,15.9,15.6,75.3,11.8,0,6.6,1.3,5.1,20,1747,63.7,25.4,10.8,0.2,0.8
Trempealeau,WI,44.30360275,-91.35893614,29510,15356,8828,6283,0.575,0.409,1144,4,14902,14608,7.6,90.4,0.5,0.3,0.5,0,54009,26654,9,29.3,15,18.7,12,25,80.3,9.3,0.2,3.3,1.4,5.4,22.3,15191,79.2,11.7,8.8,0.2,3.3
Treutlen,GA,32.40422134,-82.56904553,6752,3077,2101,952,0.683,0.309,315,12,3394,3358,2.1,68,29.6,0,0,0,39375,20775,21,23.2,24.1,16.4,14.3,22,75.1,21,0,0,1.7,2.2,26.1,2663,73.1,20.4,6.5,0,5.6
Trigg,KY,36.80767017,-87.87333656,14286,7375,5487,1791,0.744,0.243,261,0,7053,7233,2,88.3,8.8,0,0.4,0,47259,26224,15.8,30.8,16.7,21.4,10.4,20.7,84,9,0,2.8,1,3.2,26.8,5709,75,19,5.9,0.2,10.4
Trimble,KY,38.61056487,-85.33775972,8697,4319,3227,1012,0.747,0.234,102,0,4265,4432,2.9,94.5,0,0.3,0.1,0.3,50998,26542,15.2,24.7,16.7,21.6,15.8,21.2,82.1,11.3,0,0.2,1.6,4.9,28.7,3856,79.7,13.3,6.3,0.6,10.5
Trinity,CA,40.6491767,-123.114713,13037,5095,2513,2383,0.493,0.468,33,0,6603,6434,7.2,82.8,0.8,4.3,1.1,0.9,36563,23575,19.9,30.3,27.6,21.1,9.1,11.8,69.3,9.5,0.1,3.8,2.2,15.1,17.4,4800,46.3,30.8,16.9,6.1,9.6
Trinity,TX,31.0879489,-95.1367187,14481,6938,5579,1323,0.804,0.191,208,8,6959,7522,9.3,79.1,9.5,0.3,0.4,0,37398,20369,18.4,27.5,23,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1,4.9,33.2,4946,69.3,20.8,9.2,0.6,10.2
Tripp,SD,43.34459388,-99.8854891,5480,2696,2161,495,0.802,0.184,288,2,2781,2699,0.3,82.1,0,13.3,0,0,48409,27613,19.7,42.6,13.7,16.9,16.1,10.7,76.8,8.8,1.3,4.7,0.5,7.9,15.4,2859,62.3,16.6,20.8,0.3,1.8
Troup,GA,33.03349196,-85.02812115,69433,30059,18146,11585,0.604,0.385,3069,109,33345,36088,3.7,57.3,35.1,0,1.9,0,43597,22091,21.3,28.6,16,21.3,8.7,25.4,84.8,9.7,0.2,1.3,2.3,1.7,23.2,29630,82,13.6,4.3,0.1,8.9
Trousdale,TN,36.39026213,-86.16087954,8773,3991,2930,1011,0.734,0.253,1795,9,4654,4119,1.1,84.9,11.4,0.1,0.3,0,41776,22863,13.3,25.2,20.9,25.4,10.5,17.9,78,15.9,0.1,1.1,0,4.9,29.2,3834,76.3,16.1,7.6,0,8.2
Trumbull,OH,41.31735028,-80.76109643,203341,98677,53756,43534,0.545,0.441,2544,137,99211,104130,1.7,87.4,8.2,0.2,0.5,0,45380,25542,17.2,28,18.6,23.2,9.2,21,88.8,6.1,0.5,0.8,1,2.8,22.8,88092,82.8,11.7,5.3,0.1,5.9
Tucker,WV,39.11240885,-79.57053576,7035,3844,2841,938,0.739,0.244,67,0,3534,3501,0.7,97.6,0.2,0,0.5,0,43294,22385,15.3,30.5,24,15.5,14.8,15.2,80,12.8,0.1,2.6,0.2,4.3,28.9,2883,64.9,29.7,5.4,0,7.4
Tulare,CA,36.22026558,-118.8020203,458809,142819,75471,64320,0.528,0.45,17852,293,229488,229321,63.6,29.5,1.3,0.7,3.2,0.1,44871,18962,27.1,25,18.1,20.2,22.6,14.2,78,14.3,0.7,1.7,2.2,3.1,22.5,173820,77.1,15.9,6.7,0.2,10
Tulsa,OK,36.11939621,-95.94013939,637123,266678,150574,108996,0.565,0.409,22742,214,310812,326311,12.1,63,9.8,4.4,3,0.1,52017,29797,15.5,37.3,16.6,25.1,9.2,11.9,82.3,10,0.7,1.3,1.6,4,19.7,309735,84.7,9.7,5.4,0.2,5.9
Tunica,MS,34.64967704,-90.37481167,10276,3494,912,2525,0.261,0.723,541,17,4818,5458,0.7,19.5,78.5,0,0.9,0,32052,18486,27,22.9,32.7,23.4,4.1,17,86.7,8.2,0.8,2,1.6,0.6,21.5,4213,80.3,17.1,2.4,0.2,10.2
Tuolumne,CA,38.02644018,-119.9525093,53899,29820,17302,11808,0.58,0.396,291,6,28029,25870,11.8,80.8,1.7,1.3,1.1,0.2,54325,31570,13.6,32.8,25.6,21.2,11.7,8.7,80.3,8.5,0.6,2.4,1.7,6.5,27,20401,68.7,18.1,12.8,0.3,7.9
Turner,GA,31.71612656,-83.62069378,8036,3792,2349,1410,0.619,0.372,339,24,3937,4099,4.6,54.7,39.5,0.2,0.4,0,42622,20302,27.9,28.4,17.8,21.1,19.6,13,82.9,11.2,0.2,1,2.1,2.7,21.6,3191,71,25,4,0,6.5
Turner,SD,43.3109081,-97.14865776,8242,4548,3290,1139,0.723,0.25,531,18,4140,4102,2.1,95.7,0.4,0.5,0,0,54294,27844,10.6,34.6,18.8,18,13.8,14.8,77,9.8,0.1,4.8,2,6.3,25.4,4307,72.1,11.5,16.3,0.1,2.2
Tuscaloosa,AL,33.28726072,-87.52556818,204424,89760,50961,37514,0.568,0.418,10792,145,98725,105699,3.5,62.4,31.2,0.1,1.5,0,50513,24895,17.3,35.8,17.5,20.9,8.7,17.2,85.6,8.5,0.5,1.5,1,3.1,22.3,90941,77.4,18.5,4,0.1,6.7
Tuscarawas,OH,40.44214695,-81.47226262,92531,42785,29519,12643,0.69,0.296,1576,38,45562,46969,2.4,95,0.8,0.3,0.4,0,49460,25054,13.8,25.9,16.9,21.8,9.9,25.5,84.7,8.4,0.2,1.8,1.9,3,22.3,43425,86.4,8.5,4.8,0.3,4.9
Tuscola,MI,43.46606813,-83.41897025,53569,29495,20310,8713,0.689,0.295,729,36,26889,26680,3.2,93.7,1.1,0.3,0.3,0,45495,23573,15.9,26.1,19.7,21.5,13.4,19.3,80.1,13.6,0.1,2.2,1.1,3,29.1,22987,81.4,10.7,7.7,0.2,7.4
Twiggs,GA,32.67435595,-83.43078662,8323,4444,2370,2044,0.533,0.46,224,10,4101,4222,0.4,54.9,42.6,0,0.1,0,30629,17485,27.3,20.5,19.1,21.8,18.6,20,85,8.5,1.3,1.1,0.5,3.6,32.3,2591,76.3,16.9,6.8,0,6.3
Twin Falls,ID,42.35440512,-114.6685381,82248,36680,25897,9391,0.706,0.256,4363,49,40454,41794,15.6,80.2,0.6,0.8,1.6,0.1,49118,22723,14.4,29.6,18.3,22.8,13.1,16.2,82.5,9.9,0.2,2.2,1.6,3.5,17.4,38869,80.9,11.4,7.4,0.3,4.3
Tyler,TX,30.77031716,-94.37690895,21456,9547,8095,1390,0.848,0.146,273,4,11726,9730,7.3,79.6,10.8,0.1,0.3,0,44396,21172,15.8,23.6,21,22.5,16.8,16.1,83.3,7.5,0,1,3.1,5,35.7,6746,77.7,17.9,4.2,0.2,9.5
Tyler,WV,39.46811972,-80.88772676,8949,3922,3226,631,0.823,0.161,55,1,4454,4495,0.3,98,0.2,0.2,0.6,0,40902,24599,16.4,26.7,18.6,23.7,14,16.9,85.8,6.8,0,4.5,0.6,2.3,28,3186,77.1,17.5,5.4,0,8.2
Tyrrell,NC,35.87147226,-76.17055253,4090,1812,1043,757,0.576,0.418,132,3,2367,1723,7.6,53.2,35.5,0.8,0.4,0,32411,17736,26.8,16.8,28.6,24.5,17,13.1,79.5,17.8,0,1.2,0,1.5,29.5,1555,66.6,25.7,7.7,0,8.5
Uinta,WY,41.2878183,-110.5475782,20758,9402,7496,1591,0.797,0.169,488,3,10593,10165,9.1,87.7,0.1,0.9,0.1,0,54672,27115,14.9,30.4,19.4,18.1,16.1,16.1,77.4,14.9,3.3,1.1,1.3,2,19.9,9528,71.5,21.5,6.6,0.4,6.4
Uintah,UT,40.12491499,-109.5174415,36343,14736,12777,1601,0.867,0.109,0,0,18454,17889,8.2,81.9,0.5,7.4,0.5,0.1,67012,25001,11.6,28.6,12.9,24.5,17.4,16.7,79.9,12.1,0.8,2.2,1.2,3.8,19.1,15087,77,17.9,4.8,0.3,6.7
Ulster,NY,41.89027881,-74.26252104,180129,77667,33580,42606,0.432,0.549,2556,95,89377,90752,9.8,79.8,5.2,0.1,2.1,0.1,61652,32453,13.2,39.6,18.3,23.6,9.4,9.2,78,7.6,2.4,4.1,1.4,6.4,28.2,86552,74,17.8,7.8,0.4,7.1
Umatilla,OR,45.59073056,-118.7353826,76736,32539,21002,10499,0.645,0.323,3481,45,40006,36730,26,67,0.8,2.4,0.8,0.2,50071,22153,17.8,26.6,18.7,21.3,15,18.5,82.9,9.8,0.4,2.9,1,3,18,32063,74.4,19.8,5.6,0.2,8.3
Unicoi,TN,36.10890856,-82.43709629,17830,8294,6593,1610,0.795,0.194,505,5,8880,8950,4.4,93.7,0.5,0.1,0.5,0,36576,21374,20.1,25.3,18.1,22.6,14,20,80.8,9.2,0.8,1.5,3.3,4.5,20.4,7017,77.9,15.9,6.1,0.1,10.8
Union,AR,33.16887091,-92.59746952,40022,16548,10446,5559,0.631,0.336,1187,52,19451,20571,3.8,61.1,32.7,0.8,0.5,0,41106,23463,20.1,33.4,13.4,25,11.4,16.8,89.4,7.3,0.2,1,0.4,1.7,19,15544,79.8,15,5,0.2,8.3
Union,FL,30.04412971,-82.37497443,15300,6251,5133,1053,0.821,0.168,1147,45,9922,5378,5.4,69.9,21.9,0.7,0.5,0,37460,13485,21.4,24.7,29.4,18.6,10,17.3,78.7,10.9,1.2,3.3,1.7,4.2,22.4,3800,61.3,32.9,5.5,0.2,9.8
Union,GA,34.82995757,-83.98967069,22262,15592,12651,2801,0.811,0.18,912,26,10855,11407,3.1,94.2,0.8,0.4,0.7,0,42767,26755,12.8,31.5,18.4,23.2,17.4,9.6,82.7,8.8,0,1.4,1.1,6,22.4,7998,73.8,16.7,9.5,0,5.5
Union,IA,41.0277278,-94.24234847,12497,6171,4010,2061,0.65,0.334,291,5,6061,6436,2.8,94.5,1.2,0.3,0.7,0.1,47597,25098,13.8,27.4,18.1,19.7,6.2,28.7,79.9,10.3,0.4,4.7,0.7,3.9,17.5,6205,76.7,14.6,8.5,0.3,4.3
Union,IL,37.47119609,-89.25548938,17267,8896,6157,2575,0.692,0.289,821,25,8712,8555,5,91.4,0.7,0,0.2,0,46716,24646,16.8,31.1,20.7,17.6,13.2,17.4,82.3,9.6,0.6,0.5,1.8,5.1,24.6,7245,69.9,22.4,6.9,0.8,5.3
Union,IN,39.62550777,-84.92497066,7225,3491,2687,736,0.77,0.211,133,0,3658,3567,0,95.8,0.1,0,0.5,0,45531,22527,8.2,21.8,24.1,23,12.1,19,82.5,11.6,0.1,1.5,1.6,2.7,23.6,3429,76.8,15.2,6.8,1.1,3.9
Union,KY,37.66166713,-87.94300009,14915,6576,4965,1529,0.755,0.233,529,6,7760,7155,1.9,82.6,13.1,0.1,0.3,0,42139,21758,22.9,22.4,18.3,17.8,20.5,21,78.7,7.9,0.6,11,1.3,0.5,20.3,6533,70.3,23.1,6.3,0.2,7.3
Union,MS,34.49162015,-89.00776006,28202,10989,9052,1792,0.824,0.163,1278,25,13727,14475,4.2,78.6,14.8,0,0.9,0.2,40076,19518,18.2,24.3,14.5,24.3,11.2,25.8,85.2,11.7,0,0.8,0.4,1.9,23.8,11565,80.3,12.3,7.4,0,8.3
Union,NC,34.98960527,-80.52955873,222095,129475,79778,48199,0.616,0.372,6073,65,109435,112660,10.9,73,11.4,0.3,2.4,0,70858,32754,9.4,39.3,15.1,24.1,9.1,12.5,82.3,8.1,0.4,1.1,0.9,7.2,29.5,106916,83.5,10.8,5.6,0.1,6.1
