county,state,county_state,lat,long,totalpop,total_votes20,votes20_donald_trump,votes20_joe_biden,percentage20_donald_trump,percentage20_joe_biden,cases,deaths,men,women,hispanic,white,black,native,asian,pacific,income,incomepercap,poverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment,cases_per_capita_100k,deaths_per_capita_100k,pop_per_sq_mile_2010,age_oto4,age_5to14,age_15to24,age_25to34,age_35to44,age_45to54,age_55to64,age_65to74,age_75to84,age_84plus,evangelicals,protestant,catholic,orthodox,muslim,other
Taylor,FL,"Taylor, FL",30.04848048,-83.60445406,22350,10122,7748,2299,0.765,0.227,1496,18,12547,9803,4.1,71.8,21.4,0.5,0.4,0.2,37188,16979,16.4,26.6,22.2,23.6,12,15.6,80.9,14.7,0,0.9,2.7,0.7,24.2,6861,72.2,21.2,6.6,0,5.9,4.636283555,0,21.6,1228,2459,2231,3162,2521,2704,2898,2593,1398,429,0,0,0,0,0,0
Taylor,WI,"Taylor, WI",45.21179252,-90.5004405,20344,10685,7656,2693,0.717,0.252,555,7,10402,9942,1.8,96.4,0.5,0.2,0.2,0,49821,26290,10.9,26.6,12.8,17.4,14.3,28.9,75.3,9.8,0.4,3.6,2.1,8.9,22.6,10222,79,8.4,11.9,0.7,3.8,4.915695817,0,21.2,1182,2722,2258,2009,2383,2597,3356,2086,1254,565,0,0,0,0,0,0
Tazewell,IL,"Tazewell, IL",40.50716185,-89.51404662,134695,68358,42194,24486,0.617,0.358,3034,59,66456,68239,2.2,94.2,1.2,0.1,1,0,60874,32082,8,35.1,16.4,25.5,8.3,14.8,87.5,6.9,0.5,1.4,0.9,2.8,21.2,63912,84.9,10.7,4.2,0.2,5.1,1.517416144,0,208.6,7670,17143,14507,16031,17131,16699,18316,13790,7450,3591,0,0,0,0,0,0
Tazewell,VA,"Tazewell, VA",37.12191123,-81.56685568,42689,20095,16731,3205,0.833,0.159,557,2,21055,21634,0.9,94,3,0.2,0.5,0,40309,24325,15.6,29.5,17.1,24.3,14.9,14.2,84.5,9.9,0.1,1.1,0.7,3.7,23.9,16237,74.4,19,6.2,0.4,7.8,2.463357556,0,86.9,2052,4399,4439,4541,4889,5283,6162,5388,2616,1086,0,0,0,0,0,0
Tehama,CA,"Tehama, CA",40.12570935,-122.2370171,63247,25005,16346,8105,0.654,0.324,953,14,31452,31795,24.2,69.2,0.6,1.5,1.4,0,42512,22631,20.9,23.7,22.1,23.6,14.3,16.3,81.2,9.4,0.3,2.9,1.5,4.7,23.5,23849,74.2,16.3,9.4,0.1,10.1,1.536475939,0,21.5,4119,8689,7423,7720,7057,7480,9039,7088,3918,1383,0,0,0,0,0,0
Telfair,GA,"Telfair, GA",31.92829517,-82.93491155,16339,4333,2825,1487,0.652,0.343,495,24,9532,6807,11.6,49.1,38.8,0,0,0,28044,13594,27.7,24.5,19.2,18,12.1,26.2,88,4.1,0,3,1.8,3.1,22.5,4823,66.8,27.2,6,0,4.1,12.61034048,0,37.7,626,1423,1703,2459,2455,2213,2124,1588,857,428,0,0,0,0,0,0
Teller,CO,"Teller, CO",38.88133511,-105.1614893,23769,16793,11158,5224,0.664,0.311,263,4,11926,11843,6.2,89.5,0.7,0.4,1,0,66809,34974,7.5,38.4,20.8,20.7,12,8.1,75.4,12.6,0.4,2.2,2.1,7.3,32.6,11685,74.1,18.6,7,0.4,6.7,11.81660627,3.938868757,41.9,994,2490,2306,2377,2547,3532,5332,3962,1256,287,0,0,0,0,0,0
Tensas,LA,"Tensas, LA",32.00760749,-91.32915234,4771,2554,1197,1329,0.469,0.52,186,2,2322,2449,1.8,42.3,55.4,0,0.1,0,21906,16194,38,27.9,25.8,15.1,18.8,12.4,88.9,4.4,0.5,2.1,2.5,1.6,24.1,1506,67.1,27,5.9,0,15.3,23.07337333,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrebonne,LA,"Terrebonne, LA",29.37343766,-90.82626855,113067,46240,34339,11198,0.743,0.242,3894,125,55794,57273,5,67.1,19.2,5.4,0.9,0.1,47650,24017,20.1,26.8,17.7,23.6,14.9,17,81.1,10.5,0.3,1.2,3.5,3.4,22.7,47254,82.4,11.4,6.1,0.1,6.1,0.905296892,0,90.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrell,GA,"Terrell, GA",31.77527543,-84.44069698,8978,4416,2004,2376,0.454,0.538,341,32,4229,4749,2.7,35.5,60.6,0,0.2,0,32219,17562,35.3,21.5,17.6,26.2,13,21.7,78.7,13.5,0.4,3,0.7,3.7,24.9,3368,74.6,16,9.3,0,10.4,23.44391044,0,27.8,507,1145,1019,1090,892,1017,1233,979,550,179,0,0,0,0,0,0
Terry,TX,"Terry, TX",33.17402785,-102.3354521,12755,3608,2809,757,0.779,0.21,626,10,6753,6002,53.8,40.8,4.6,0.2,0,0,42441,21938,13.7,31.1,17.6,17.4,22.8,11.1,77.8,16.3,0.3,1.1,1.9,2.7,20.1,4556,74.8,17.2,8,0,9.4,8.105698306,0,14.2,977,1888,1663,1717,1404,1363,1415,1001,628,231,0,0,0,0,0,0
Teton,ID,"Teton, ID",43.75303583,-111.2056773,10776,6347,2858,3318,0.45,0.523,305,2,5692,5084,17,81.1,0.2,0.2,0.1,0,55986,28004,8.3,35.1,24.1,16.4,17.8,6.6,70.2,16.7,0.9,2.2,1.6,8.3,27.9,5607,80.3,11.3,8.4,0,6.2,8.235875474,0,22.6,728,1711,1219,1493,1913,1708,1411,1029,312,116,0,0,0,0,0,0
Teton,WY,"Teton, WY",43.93522482,-110.5890801,22923,14677,4341,9848,0.296,0.671,814,1,12169,10754,15,81.5,0.5,0.3,2.2,0,80049,49200,6.8,39.4,25.4,17,11.7,6.5,68.3,6.7,3.8,11.7,3.8,5.7,14.3,14492,82.1,11.4,6.5,0,1.3,4.261847937,0,5.3,1132,2454,2061,3917,3801,3110,3048,2315,918,325,0,0,0,0,0,0
Texas,OK,"Texas, OK",36.74777635,-101.4889765,21409,5521,4505,894,0.816,0.162,1849,10,11444,9965,45.1,45.6,3.9,0.3,3,0.1,49469,23324,16.8,26.5,14.5,17,14.1,28,77.7,16.2,0.1,2.9,0.8,2.2,15.9,11355,77.8,16,6.1,0.2,3.1,5.004253616,0,10.1,1726,3039,3204,2884,2618,2389,2198,1389,725,283,0,0,0,0,0,0
Texas,MO,"Texas, MO",37.31728859,-91.96564727,25714,11332,9478,1716,0.836,0.151,634,3,13248,12466,2,91.2,2,2.2,0.2,0,35571,17918,25.3,25.7,21,20.7,15.9,16.7,77.3,15.3,0.2,2.4,0.7,3.9,24.7,8748,71.6,21.2,6.9,0.3,7.1,3.937317899,0,22.1,1427,3033,2919,2979,2946,3104,3772,2950,1737,704,0,0,0,0,0,0
Thayer,NE,"Thayer, NE",40.17626377,-97.59504381,5133,2951,2285,619,0.774,0.21,73,0,2547,2586,2.3,95.5,0.3,0.3,0,0,48151,31129,10.9,35.1,15.7,21.4,12.7,15.1,79.6,6.4,0.1,4.9,1,8.1,12.8,2560,74.5,12.6,12.6,0.3,1.2,19.9880072,0,9.1,314,654,508,492,489,556,753,643,387,243,0,0,0,0,0,0
Thomas,GA,"Thomas, GA",30.86392347,-83.91847289,44909,21853,12954,8708,0.593,0.398,1625,71,21200,23709,3.5,57.7,35.8,0.1,0.8,0,41336,24047,19.5,35.2,18.6,24.4,8.6,13.3,79.7,14.6,0,1,2.7,2,20.5,18686,75.1,20.2,4.7,0.1,9.3,2.249668174,0,82.1,2789,6006,5278,5304,5142,5766,6032,4715,2531,885,0,0,0,0,0,0
Thomas,NE,"Thomas, NE",41.91358968,-100.5556632,643,427,377,45,0.883,0.105,15,0,344,299,0.6,97.4,0,0.3,0,0,53173,29243,12.4,41.8,9.9,19.5,20.1,8.8,60.9,14,0,8.4,0,16.8,14.3,364,53.6,25.8,20.1,0.5,1.9,138.5041551,0,0.9,43,98,68,77,67,82,98,112,54,21,0,0,0,0,0,0
Throckmorton,TX,"Throckmorton, TX",33.17751417,-99.21226795,1541,899,806,82,0.897,0.091,19,2,705,836,15.8,82.5,0.1,0,0.3,0,37279,27732,17.1,35.1,13.3,22.7,14.1,14.8,84.7,7.8,0.2,0.5,0.5,6.4,22.2,661,65.4,19.5,15.1,0,5.2,66.62225183,0,1.8,73,175,144,128,154,183,233,215,155,55,0,0,0,0,0,0
Thurston,WA,"Thurston, WA",46.9291895,-122.8290656,269885,161987,63087,94076,0.389,0.581,1694,33,132099,137786,8.5,75.8,2.8,1.3,5.6,0.8,66113,32410,11.6,41.9,16.2,23.9,8,10.1,79.5,9.4,1.8,2.2,2.4,4.8,25.6,122976,63.9,29.9,5.9,0.2,7.7,0.344191426,0,349.4,16690,34412,33460,41622,38633,34890,37198,30767,13445,5302,0,0,0,0,0,0
Thurston,NE,"Thurston, NE",42.15725356,-96.54157099,7055,2294,1164,1107,0.507,0.483,353,4,3502,3553,5.1,36.7,0.2,55.6,0.7,0,44701,19380,30.5,38.9,18.3,20.6,11.5,10.8,75,10.7,1.3,6.1,1.3,5.6,15.8,2589,53.9,38,7.9,0.3,15.4,13.8427464,0,17.6,782,1457,1132,936,688,675,768,466,265,134,0,0,0,0,0,0
Tift,GA,"Tift, GA",31.45743864,-83.5236119,40531,16283,10784,5322,0.662,0.327,1984,65,19502,21029,11.4,56.3,29.3,0.1,1.2,0,38728,20800,27.8,31.6,16.4,23.7,13.7,14.6,83,11.5,0.3,1.3,1.6,2.2,19.9,16935,81,14.4,4.4,0.3,3.9,2.460387757,0,154.9,2787,5650,6025,5465,4927,4864,4816,3461,1888,688,0,0,0,0,0,0
Tillamook,OR,"Tillamook, OR",45.46248721,-123.712066,25840,16725,8306,7956,0.497,0.476,77,0,13059,12781,10.3,84.7,0.3,0.6,0.7,0.4,45061,25458,15.5,27,20.1,19.7,15.9,17.3,75.2,10.6,0.6,5.4,2.5,5.8,18.9,10070,73.6,16.3,9.9,0.2,5.5,3.698772008,0,22.9,1305,2925,2529,2876,2812,3063,4368,4350,1918,641,0,0,0,0,0,0
Tillman,OK,"Tillman, OK",34.37288446,-98.92426619,7591,2708,2076,597,0.767,0.22,160,4,3881,3710,25.8,60.6,7.9,2.3,0.3,0,40728,21422,22.1,30.9,19.2,15.2,18.4,16.3,79,12.6,0,1.6,1.3,5.6,19.4,3129,69.4,22.3,7.8,0.5,5.5,13.79310345,0,9.2,427,991,860,816,815,921,1049,826,482,161,0,0,0,0,0,0
Tioga,NY,"Tioga, NY",42.16852837,-76.30835812,49322,20555,13292,6724,0.647,0.327,699,30,24340,24982,1.8,95.3,0.6,0,0.8,0,57153,30252,11.2,34.9,20.1,22.2,9.5,13.3,83.6,9.7,0.9,1.9,1.3,2.6,23,23012,80.5,14.3,5.1,0,6.5,2.074559675,0,98.6,2501,5771,5505,5222,5478,6291,7938,5467,3106,1281,0,0,0,0,0,0
Tioga,PA,"Tioga, PA",41.77255149,-77.25433032,41550,21087,15750,4958,0.747,0.235,253,3,20599,20951,1.2,96.3,0.6,0.1,0.5,0,50017,25353,13.4,29.4,18.5,20.6,12.1,19.4,79.9,9.3,0.7,4.4,1,4.8,23.9,18203,76.9,13.9,8.8,0.3,6.4,2.463600305,0,37,2149,4502,4985,4539,4223,5165,6217,4982,2911,1090,0,0,0,0,0,0
Tippah,MS,"Tippah, MS",34.76872156,-88.90988194,21993,10001,7987,1906,0.799,0.191,975,25,10762,11231,4.7,77.3,16.6,0,0.5,0.1,39351,19780,22.8,25.7,10.1,22.9,9.6,31.6,84.7,10.2,0,1.2,0.4,3.5,23.9,9077,81.7,12.7,5.5,0.2,8.9,13.62707245,0,48.6,1402,3052,2935,2625,2650,2882,2812,2195,1104,338,0,0,0,0,0,0
Tippecanoe,IN,"Tippecanoe, IN",40.38872739,-86.89413959,186081,71395,34571,34993,0.484,0.49,4499,17,94992,91089,8.1,77,4.7,0.1,8,0,50486,25481,20.9,39.2,17.7,20.6,6.7,15.8,74.1,10.6,3.1,6.7,2.3,3.2,17.7,91869,79.5,16.8,3.5,0.2,5.2,0.510902663,0,345.7,11461,22050,52106,27505,20289,18799,18367,13101,6406,2964,0,0,0,0,0,0
Tipton,TN,"Tipton, TN",35.501942,-89.73694895,61434,27291,20063,6832,0.735,0.25,2506,23,30363,31071,2.7,76,17.9,0.5,0.7,0.2,57212,26110,14.6,28.4,16.3,25.2,13.4,16.8,86.2,9.8,0.3,0.6,1,2.1,33,27671,78.9,15.8,5,0.3,8.1,1.623402977,0,133.3,3699,8616,8003,7855,7743,8394,8367,5468,2611,825,0,0,0,0,0,0
Tipton,IN,"Tipton, IN",40.31123252,-86.05234925,15290,8124,6110,1834,0.752,0.226,304,23,7632,7658,2.6,95.3,0.2,0,0,0.4,53931,28507,9.4,32.3,15.8,16.5,13.8,21.6,84.9,8.8,0.3,1.3,1.9,2.7,23.7,7430,81.8,14,4,0.2,3.8,6.601531555,0,61.2,813,1696,1800,1656,1595,2108,2304,1780,969,407,0,0,0,0,0,0
Tishomingo,MS,"Tishomingo, MS",34.74023475,-88.23917219,19476,9057,7854,1050,0.867,0.116,845,41,9400,10076,2.9,93.4,2.5,0.3,0.1,0,36672,19379,18.6,22.3,15.9,23.2,11.4,27.2,85.8,10.4,0.3,1.5,1,1.1,22.3,7890,82.4,12.2,5.2,0.1,10.8,5.159160089,0,46.2,1071,2408,2203,2266,2209,2645,2683,2308,1277,384,0,0,0,0,0,0
Titus,TX,"Titus, TX",33.21339719,-94.96797273,32664,10530,7563,2852,0.718,0.271,1745,36,16055,16609,42.1,46.3,9.1,0.2,0.8,0,46980,21090,19.3,22.8,17.3,21.4,10.4,28.1,83.4,11.5,0.4,0.6,2.4,1.7,18.8,14307,83.5,9.9,6.5,0.1,6.1,3.053435115,0,79.6,2651,5386,4773,4018,3849,4039,3602,2824,1348,543,0,0,0,0,0,0
Todd,SD,"Todd, SD",43.19338568,-100.7195503,10016,2539,532,1963,0.21,0.773,511,6,4905,5111,4.2,8.5,0.3,77.2,1.3,0,26285,11665,52,37.9,23,21.9,10.8,6.5,68.5,10.4,1.1,5.7,3.7,10.6,18.1,2784,34.4,57.4,6.8,1.4,15.1,9.826078412,0,6.9,1334,2369,1632,1414,1045,877,851,475,194,92,0,0,0,0,0,0
Todd,KY,"Todd, KY",36.8381152,-87.17878374,12377,5351,4060,1202,0.759,0.225,305,12,6194,6183,3.8,86,7.8,0.1,0.1,0,38248,19555,20.1,25.6,12.2,18.6,13.1,30.6,83.8,8.9,0,0.8,2.8,3.6,26.4,4759,71.8,17.1,10.7,0.3,6.9,16.26809826,0,33.3,861,1867,1564,1447,1431,1566,1593,1153,617,212,0,0,0,0,0,0
Todd,MN,"Todd, MN",46.06996226,-94.89785296,24423,13238,9755,3286,0.737,0.248,975,7,12545,11878,5.5,91.7,0.4,0.3,0.4,0,49213,24988,13,28.3,15.2,18.4,13.6,24.5,77.9,9.4,0.2,3.5,1.5,7.4,24.2,11260,77.9,11.4,9.9,0.8,3.8,8.108984755,0,26.3,1663,3236,2746,2385,2563,2842,3853,2945,1639,710,0,0,0,0,0,0
Tolland,CT,"Tolland, CT",41.85853803,-72.3308481,151596,9257,3975,5103,0.429,0.551,1780,68,76162,75434,5.2,85.4,2.9,0,4.4,0,81312,37830,6.5,42.7,17,22.5,8.6,9.2,80.6,6.8,2,4.6,1,5,26.3,80613,76.1,18.5,5.3,0.1,5.8,2.653910205,0,372.2,6245,14609,33922,16445,15434,19430,20991,13763,7113,2969,0,0,0,0,0,0
Tom Green,TX,"Tom Green, TX",31.40464436,-100.462443,116906,44891,32129,12106,0.716,0.27,5027,82,57848,59058,38.8,54.3,4,0.2,1.1,0,49662,27513,12.9,32.2,18.3,24.8,13.1,11.6,79.4,10.4,0.2,4.1,2.4,3.6,17.8,53414,77.1,15.9,7,0.1,3.8,0.838926174,0,72.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tompkins,NY,"Tompkins, NY",42.44945765,-76.47229843,104415,33015,9640,22624,0.292,0.685,656,0,51397,53018,4.8,77.3,3.6,0.2,10.3,0,56200,29759,20.4,51.4,17.9,19.2,5.7,5.7,61.3,9.4,6.5,14.2,2.2,6.3,18.6,50390,78.8,13.5,7.4,0.2,4.8,0.978665101,0,214,3920,8317,30008,13118,10697,10360,11473,9131,3931,1838,0,0,0,0,0,0
Tooele,UT,"Tooele, UT",40.44862644,-113.1295715,63357,31489,21006,8936,0.667,0.284,1597,4,31942,31415,12,83.4,0.5,0.8,0.8,0.5,66542,24069,6.9,32.1,16.2,23.8,11.4,16.5,73.8,17.9,1.3,1.6,0.8,4.6,27.8,28406,77.5,18.6,3.8,0.1,6.5,1.383910655,0,8.4,5628,13296,10071,9336,10817,7848,6508,4034,1753,616,0,0,0,0,0,0
Toole,MT,"Toole, MT",48.65577551,-111.6942414,5031,2123,1596,467,0.752,0.22,336,6,2865,2166,3.5,88,0.1,5.1,0.7,0,46735,26354,16.6,31.7,24.8,19.1,15.3,9.1,65.6,10.6,0,16.5,0.7,6.6,14.9,2202,69.2,21.5,6.4,2.9,1,21.11486486,0,2.8,319,527,506,640,633,563,769,500,241,155,0,0,0,0,0,0
Toombs,GA,"Toombs, GA",32.12059861,-82.32957247,27160,10914,7872,2939,0.721,0.269,1523,57,12706,14454,11.6,60.5,25.4,0,0.9,0,35750,21309,24.4,26.3,18.2,22.7,17.1,15.6,78.4,14.3,0.6,1.7,2.8,2.3,19.4,10574,75.8,17.6,6.6,0,10.3,3.727171077,0,74.8,1916,4029,3448,3376,3157,3271,3291,2549,1352,498,0,0,0,0,0,0
Torrance,NM,"Torrance, NM",34.64048375,-105.8508949,15534,7281,4772,2344,0.655,0.322,112,1,8126,7408,42.1,52.2,1.7,1.1,0.2,0,35543,19129,27.1,34.2,20.5,23.4,13,8.9,78.7,4.5,0.1,1.8,0.5,14.4,29.6,5326,66.7,24.4,8.9,0,7.8,19.40366082,0,4.9,778,1849,1881,1819,1784,1849,2400,2019,921,291,0,0,0,0,0,0
Towns,GA,"Towns, GA",34.91369188,-83.7410746,11173,7979,6384,1550,0.8,0.194,455,13,5272,5901,1.5,95,1,0.3,0.2,0,41182,22301,14.7,30.3,24.8,26.5,9.2,9.2,79.8,9.8,0,3,2,5.4,19,3955,75.1,15,9.7,0.2,6.8,8.30771787,0,62.9,427,805,1892,874,846,1187,1728,2225,1395,473,0,0,0,0,0,0
Traill,ND,"Traill, ND",47.45367788,-97.16323288,8050,4136,2522,1493,0.61,0.361,363,5,4091,3959,3.4,92.7,1,1,0.2,0.2,60952,31774,6.9,35.8,16,17.8,16.8,13.5,77.4,11.5,0.1,4.3,1.3,5.3,21.2,4187,71.7,19.3,8.6,0.3,2.9,12.44400199,0,9.4,502,993,1057,925,856,961,1168,785,482,308,0,0,0,0,0,0
Transylvania,NC,"Transylvania, NC",35.20383864,-82.79638423,33291,20253,11578,8413,0.572,0.415,434,9,16018,17273,3.2,89.4,4,0.4,0.6,0,44559,26037,15.5,29.9,21.9,24.5,12.3,11.4,79.8,9.8,0.3,2.1,0.8,7.1,26.1,13342,73.2,13.2,13.7,0,6.8,2.908244874,0,87.4,1406,2981,3534,3261,3362,3809,5417,5621,3493,1331,0,0,0,0,0,0
Traverse,MN,"Traverse, MN",45.77298854,-96.47062949,3357,1864,1173,662,0.629,0.355,63,0,1663,1694,2.5,90.6,0.6,4,0.3,0,48889,30234,10.9,36.2,20.4,20.2,14,9.3,70.8,15.1,0.6,4.2,1.4,7.9,16.8,1640,67.2,15.5,17,0.2,3.2,61.36851795,0,6.2,188,387,370,286,350,370,525,369,277,186,0,0,0,0,0,0
Travis,TX,"Travis, TX",30.33432034,-97.7853562,1176584,605034,159907,432062,0.264,0.714,32220,452,593319,583265,33.9,49.3,7.9,0.2,6.3,0,68350,38820,13.9,47.4,15.8,22.1,8.1,6.6,74.5,9.7,3.2,1.9,2.3,8.4,25.3,645807,77.7,14.9,7.3,0.1,4.5,0.313983079,0,1034.4,78436,149573,157277,250502,199908,159006,130646,79738,30625,13032,0,0,0,0,0,0
Trego,KS,"Trego, KS",38.91467218,-99.87284448,2899,1603,1341,238,0.837,0.148,113,3,1465,1434,1.2,94.5,0.1,1.3,1.6,0,55197,33233,4.8,29.1,13.2,26.2,15.9,15.6,75.3,11.8,0,6.6,1.3,5.1,20,1747,63.7,25.4,10.8,0.2,0.8,35.67606136,0,3.4,135,271,268,282,272,323,502,394,219,127,0,0,0,0,0,0
Trempealeau,WI,"Trempealeau, WI",44.30360275,-91.35893614,29510,15356,8828,6283,0.575,0.409,1144,4,14902,14608,7.6,90.4,0.5,0.3,0.5,0,54009,26654,9,29.3,15,18.7,12,25,80.3,9.3,0.2,3.3,1.4,5.4,22.3,15191,79.2,11.7,8.8,0.2,3.3,3.372795035,0,39.3,2069,4084,3237,3221,3369,3949,4183,3050,1605,675,0,0,0,0,0,0
Treutlen,GA,"Treutlen, GA",32.40422134,-82.56904553,6752,3077,2101,952,0.683,0.309,315,12,3394,3358,2.1,68,29.6,0,0,0,39375,20775,21,23.2,24.1,16.4,14.3,22,75.1,21,0,0,1.7,2.2,26.1,2663,73.1,20.4,6.5,0,5.6,14.49065353,0,34.5,399,886,886,880,816,797,890,720,379,156,0,0,0,0,0,0
Trigg,KY,"Trigg, KY",36.80767017,-87.87333656,14286,7375,5487,1791,0.744,0.243,261,0,7053,7233,2,88.3,8.8,0,0.4,0,47259,26224,15.8,30.8,16.7,21.4,10.4,20.7,84,9,0,2.8,1,3.2,26.8,5709,75,19,5.9,0.2,10.4,27.30189066,0,32.5,793,1822,1546,1462,1525,1957,2279,1944,1041,274,0,0,0,0,0,0
Trimble,KY,"Trimble, KY",38.61056487,-85.33775972,8697,4319,3227,1012,0.747,0.234,102,0,4265,4432,2.9,94.5,0,0.3,0.1,0.3,50998,26542,15.2,24.7,16.7,21.6,15.8,21.2,82.1,11.3,0,0.2,1.6,4.9,28.7,3856,79.7,13.3,6.3,0.6,10.5,11.8049817,0,58.1,485,1085,971,954,1012,1251,1268,940,408,141,0,0,0,0,0,0
Trinity,TX,"Trinity, TX",31.0879489,-95.1367187,14481,6938,5579,1323,0.804,0.191,208,8,6959,7522,9.3,79.1,9.5,0.3,0.4,0,37398,20369,18.4,27.5,23,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1,4.9,33.2,4946,69.3,20.8,9.2,0.6,10.2,13.65094533,0,21,782,1653,1438,1431,1446,1707,2362,2264,1270,387,0,0,0,0,0,0
Trinity,CA,"Trinity, CA",40.6491767,-123.114713,13037,5095,2513,2383,0.493,0.468,33,0,6603,6434,7.2,82.8,0.8,4.3,1.1,0.9,36563,23575,19.9,30.3,27.6,21.1,9.1,11.8,69.3,9.5,0.1,3.8,2.2,15.1,17.4,4800,46.3,30.8,16.9,6.1,9.6,8.14000814,0,4.3,544,1231,1059,1129,1312,1473,2367,2152,978,290,0,0,0,0,0,0
Tripp,SD,"Tripp, SD",43.34459388,-99.8854891,5480,2696,2161,495,0.802,0.184,288,2,2781,2699,0.3,82.1,0,13.3,0,0,48409,27613,19.7,42.6,13.7,16.9,16.1,10.7,76.8,8.8,1.3,4.7,0.5,7.9,15.4,2859,62.3,16.6,20.8,0.3,1.8,18.37897445,0,3.5,391,662,623,604,507,644,818,629,366,234,0,0,0,0,0,0
Troup,GA,"Troup, GA",33.03349196,-85.02812115,69433,30059,18146,11585,0.604,0.385,3069,109,33345,36088,3.7,57.3,35.1,0,1.9,0,43597,22091,21.3,28.6,16,21.3,8.7,25.4,84.8,9.7,0.2,1.3,2.3,1.7,23.2,29630,82,13.6,4.3,0.1,8.9,1.430165041,0,161.9,4479,9572,9615,9711,8487,8997,8779,6191,2926,1277,0,0,0,0,0,0
Trousdale,TN,"Trousdale, TN",36.39026213,-86.16087954,8773,3991,2930,1011,0.734,0.253,1795,9,4654,4119,1.1,84.9,11.4,0.1,0.3,0,41776,22863,13.3,25.2,20.9,25.4,10.5,17.9,78,15.9,0.1,1.1,0,4.9,29.2,3834,76.3,16.1,7.6,0,8.2,8.862105636,0,68.9,545,1092,1521,2361,1434,1464,1169,873,421,132,0,0,0,0,0,0
Trumbull,OH,"Trumbull, OH",41.31735028,-80.76109643,203341,98677,53756,43534,0.545,0.441,2544,137,99211,104130,1.7,87.4,8.2,0.2,0.5,0,45380,25542,17.2,28,18.6,23.2,9.2,21,88.8,6.1,0.5,0.8,1,2.8,22.8,88092,82.8,11.7,5.3,0.1,5.9,0.505116834,0,340.1,10545,22712,22786,22665,21447,25456,30085,24420,12784,5727,0,0,0,0,0,0
Tucker,WV,"Tucker, WV",39.11240885,-79.57053576,7035,3844,2841,938,0.739,0.244,67,0,3534,3501,0.7,97.6,0.2,0,0.5,0,43294,22385,15.3,30.5,24,15.5,14.8,15.2,80,12.8,0.1,2.6,0.2,4.3,28.9,2883,64.9,29.7,5.4,0,7.4,29.24404153,0,17,294,545,694,720,777,994,1110,1050,576,195,0,0,0,0,0,0
Tulare,CA,"Tulare, CA",36.22026558,-118.8020203,458809,142819,75471,64320,0.528,0.45,17852,293,229488,229321,63.6,29.5,1.3,0.7,3.2,0.1,44871,18962,27.1,25,18.1,20.2,22.6,14.2,78,14.3,0.7,1.7,2.2,3.1,22.5,173820,77.1,15.9,6.7,0.2,10,0.214502515,0,91.7,36884,82471,70537,66154,58995,51245,46283,31430,15509,6353,0,0,0,0,0,0
Tulsa,OK,"Tulsa, OK",36.11939621,-95.94013939,637123,266678,150574,108996,0.565,0.409,22742,214,310812,326311,12.1,63,9.8,4.4,3,0.1,52017,29797,15.5,37.3,16.6,25.1,9.2,11.9,82.3,10,0.7,1.3,1.6,4,19.7,309735,84.7,9.7,5.4,0.2,5.9,0.153479692,0,1058.1,46314,91341,83510,95003,83609,76971,78294,54792,26620,11906,0,0,0,0,0,0
Tunica,MS,"Tunica, MS",34.64967704,-90.37481167,10276,3494,912,2525,0.261,0.723,541,17,4818,5458,0.7,19.5,78.5,0,0.9,0,32052,18486,27,22.9,32.7,23.4,4.1,17,86.7,8.2,0.8,2,1.6,0.6,21.5,4213,80.3,17.1,2.4,0.2,10.2,10.3820598,0,23.7,857,1583,1354,1380,1254,1133,1168,783,322,110,0,0,0,0,0,0
Tuolumne,CA,"Tuolumne, CA",38.02644018,-119.9525093,53899,29820,17302,11808,0.58,0.396,291,6,28029,25870,11.8,80.8,1.7,1.3,1.1,0.2,54325,31570,13.6,32.8,25.6,21.2,11.7,8.7,80.3,8.5,0.6,2.4,1.7,6.5,27,20401,68.7,18.1,12.8,0.3,7.9,1.835603363,0,24.9,2393,5215,5175,6518,6032,6090,8837,8467,4229,1583,0,0,0,0,0,0
Turner,GA,"Turner, GA",31.71612656,-83.62069378,8036,3792,2349,1410,0.619,0.372,339,24,3937,4099,4.6,54.7,39.5,0.2,0.4,0,42622,20302,27.9,28.4,17.8,21.1,19.6,13,82.9,11.2,0.2,1,2.1,2.7,21.6,3191,71,25,4,0,6.5,12.52348153,0,31.3,564,1050,1022,1005,853,908,938,891,485,196,0,0,0,0,0,0
Turner,SD,"Turner, SD",43.3109081,-97.14865776,8242,4548,3290,1139,0.723,0.25,531,18,4140,4102,2.1,95.7,0.4,0.5,0,0,54294,27844,10.6,34.6,18.8,18,13.8,14.8,77,9.8,0.1,4.8,2,6.3,25.4,4307,72.1,11.5,16.3,0.1,2.2,11.92748092,0,13.5,521,1176,880,893,1014,981,1213,918,537,291,0,0,0,0,0,0
